obstereo	obEZ	obSMILES	obInChi	obInChiKey
1	0	O=C(O)[C@@H](c1c(c(c(nc1)O)Cc1ccc(cc1)OC)CCC(=O)O)CC	InChI=1S/C20H23NO6/c1-3-14(20(25)26)17-11-21-19(24)16(15(17)8-9-18(22)23)10-12-4-6-13(27-2)7-5-12/h4-7,11,14H,3,8-10H2,1-2H3,(H,21,24)(H,22,23)(H,25,26)/t14-/m1/s1	UOHIEJDWDXLXBU-CQSZACIVSA-N
1	1	F/C(=C/Cc1ncc[nH]1)/c1c2c(c(cc1)[C@@H](O)N)cccc2C	InChI=1S/C18H18FN3O/c1-11-3-2-4-12-13(18(20)23)5-6-14(17(11)12)15(19)7-8-16-21-9-10-22-16/h2-7,9-10,18,23H,8,20H2,1H3,(H,21,22)/b15-7+/t18-/m1/s1	ZGTVUMKIKAZVPP-YLRAASNFSA-N
0	0	Clc1c2c(O)c3c(cc2cc2c1ccc(c2)CC(=O)O)c(cc(c3)C(=O)N)C	InChI=1S/C22H16ClNO4/c1-10-4-14(22(24)28)9-17-16(10)8-13-7-12-5-11(6-18(25)26)2-3-15(12)20(23)19(13)21(17)27/h2-5,7-9,27H,6H2,1H3,(H2,24,28)(H,25,26)	GFTOVFXBALIPHM-UHFFFAOYSA-N
0	0	O=C(O)c1c2c(cc3c(c2)[nH]cc3CCC)ccc1c1c(OC)cccc1	InChI=1S/C23H21NO3/c1-3-6-15-13-24-20-12-19-14(11-18(15)20)9-10-17(22(19)23(25)26)16-7-4-5-8-21(16)27-2/h4-5,7-13,24H,3,6H2,1-2H3,(H,25,26)	CZPIXZRILVYTIP-UHFFFAOYSA-N
4	0	Cl[C@H]1C[C@@H](C(=O)O)[C@H](CC1)[C@H]1c2c(c(cc(c2CC)O)C)CCC1	InChI=1S/C20H27ClO3/c1-3-13-18(22)9-11(2)14-5-4-6-16(19(13)14)15-8-7-12(21)10-17(15)20(23)24/h9,12,15-17,22H,3-8,10H2,1-2H3,(H,23,24)/t12-,15-,16+,17-/m1/s1	NINFCHOXCVEEPR-VDNDLQMASA-N
2	0	O=C(O)Cc1c2c(cnc1)[C@@H](C(=C(C2)OC)NC(=O)C)C[C@H](O)CCC	InChI=1S/C19H26N2O5/c1-4-5-13(23)7-15-16-10-20-9-12(6-18(24)25)14(16)8-17(26-3)19(15)21-11(2)22/h9-10,13,15,23H,4-8H2,1-3H3,(H,21,22)(H,24,25)/t13-,15+/m1/s1	UYPCXQYTNQEQMP-HIFRSBDPSA-N
0	0	Clc1c(c2c(C(=O)OC(=O)CS(=O)(=O)CCCC(=O)NC(=O)C)cccc2)c(ccc1)C	InChI=1S/C22H22ClNO7S/c1-14-7-5-10-18(23)21(14)16-8-3-4-9-17(16)22(28)31-20(27)13-32(29,30)12-6-11-19(26)24-15(2)25/h3-5,7-10H,6,11-13H2,1-2H3,(H,24,25,26)	QMNVCFILZNSPIX-UHFFFAOYSA-N
1	0	Clc1c(C(=O)NC(=O)[C@H](c2[nH]c(cc2)C(=O)O)C(=O)OC(=O)CCCC(=O)O)cccc1	InChI=1S/C20H17ClN2O9/c21-11-5-2-1-4-10(11)17(27)23-18(28)16(12-8-9-13(22-12)19(29)30)20(31)32-15(26)7-3-6-14(24)25/h1-2,4-5,8-9,16,22H,3,6-7H2,(H,24,25)(H,29,30)(H,23,27,28)/t16-/m0/s1	GTQFASAFKXLHEK-INIZCTEOSA-N
0	0	O=C(OC)c1oc2c(c1c1ccccc1)cccc2	InChI=1S/C16H12O3/c1-18-16(17)15-14(11-7-3-2-4-8-11)12-9-5-6-10-13(12)19-15/h2-10H,1H3	VMVFQUWYCUFEGO-UHFFFAOYSA-N
0	3	O=C1C=CC/C(=N/C(=C(\CC(=O)/C=C/C(=O)c2cc(C(=O)O)ccc2)/CC)/O)/C1	InChI=1S/C22H21NO6/c1-2-14(21(27)23-17-7-4-8-18(24)13-17)12-19(25)9-10-20(26)15-5-3-6-16(11-15)22(28)29/h3-6,8-11,27H,2,7,12-13H2,1H3,(H,28,29)/b10-9+,21-14+,23-17-	ZOPXJIFKQUMTNQ-RQVFQQJJSA-N
1	0	O=C(O)[C@H](N)c1c(c2[nH]c3c(c2)c(c(cc3)C)C)cncc1	InChI=1S/C17H17N3O2/c1-9-3-4-14-12(10(9)2)7-15(20-14)13-8-19-6-5-11(13)16(18)17(21)22/h3-8,16,20H,18H2,1-2H3,(H,21,22)/t16-/m1/s1	MREMUGOVKSBXTB-MRXNPFEDSA-N
1	0	OC1=CCc2c(C1)cc(c1c2C[C@@H]2C(=C1)C(=CC=C2)C)C(c1c(c(ccc1)CO)C)(C)C	InChI=1S/C30H32O2/c1-18-7-5-8-20-14-26-24-12-11-23(32)13-22(24)15-29(27(26)16-25(18)20)30(3,4)28-10-6-9-21(17-31)19(28)2/h5-11,15-16,20,31-32H,12-14,17H2,1-4H3/t20-/m1/s1	LSHSFHIHXNHDCY-HXUWFJFHSA-N
0	0	Clc1cc2nc(c(cc2c(c1)C(=O)O)O)C(=O)CC(=O)CC(=O)O	InChI=1S/C15H10ClNO7/c16-6-1-9(15(23)24)8-5-12(20)14(17-10(8)2-6)11(19)3-7(18)4-13(21)22/h1-2,5,20H,3-4H2,(H,21,22)(H,23,24)	PESPTPCBJGVVPD-UHFFFAOYSA-N
1	0	O=C(OC)NCC1=N[C@@H]2C(=C(Cc3c2cc(c(c3)O)C(=O)O)Cc2cocc2)N1	InChI=1S/C20H19N3O6/c1-28-20(27)21-8-16-22-17-12(4-10-2-3-29-9-10)5-11-6-15(24)14(19(25)26)7-13(11)18(17)23-16/h2-3,6-7,9,18,24H,4-5,8H2,1H3,(H,21,27)(H,22,23)(H,25,26)/t18-/m0/s1	FPYHOPRNSLSROQ-SFHVURJKSA-N
0	1	O=C(O)c1c2c(c(N(/C=C/COCC(=O)c3cc(O)ccc3)C)ccc2)ccc1	InChI=1S/C23H21NO5/c1-24(12-5-13-29-15-22(26)16-6-2-7-17(25)14-16)21-11-4-8-18-19(21)9-3-10-20(18)23(27)28/h2-12,14,25H,13,15H2,1H3,(H,27,28)/b12-5+	LDANSGASFPQGGW-LFYBBSHMSA-N
2	0	OCCC1=C([C@H]2C(=C3C(=CC=C[C@@H]3c3c2cccn3)C)C=C1)C	InChI=1S/C21H21NO/c1-13-5-3-6-17-19(13)16-9-8-15(10-12-23)14(2)20(16)18-7-4-11-22-21(17)18/h3-9,11,17,20,23H,10,12H2,1-2H3/t17-,20-/m0/s1	VDHBSRYSBJNVCW-PXNSSMCTSA-N
1	0	O(C1=CCc2c([C@H]1C)cc1c(c2N(CC)C)Cc2c(C1)cccc2)C	InChI=1S/C23H27NO/c1-5-24(3)23-19-10-11-22(25-4)15(2)20(19)14-18-12-16-8-6-7-9-17(16)13-21(18)23/h6-9,11,14-15H,5,10,12-13H2,1-4H3/t15-/m1/s1	YDCZDVNUEJJRNQ-OAHLLOKOSA-N
0	0	Oc1c2c(c(c(cc2)c2c(c3c(cc2)cccc3CO)CC)C)c(cc1)C	InChI=1S/C25H24O2/c1-4-19-21(10-9-17-6-5-7-18(14-26)25(17)19)20-11-12-22-23(27)13-8-15(2)24(22)16(20)3/h5-13,26-27H,4,14H2,1-3H3	BLTGKBFIASWVBB-UHFFFAOYSA-N
0	0	O=C(OC(=O)C)CC(=O)NCc1c(Oc2cc3c(cc2)cccc3)c(cc2c1[nH]c(c2)C)CC	InChI=1S/C27H26N2O5/c1-4-18-12-21-11-16(2)29-26(21)23(15-28-24(31)14-25(32)33-17(3)30)27(18)34-22-10-9-19-7-5-6-8-20(19)13-22/h5-13,29H,4,14-15H2,1-3H3,(H,28,31)	KHJANAHHXAHCLU-UHFFFAOYSA-N
1	0	O=C1C(=C(C(=O)C[C@@H]1c1c2c(occ2C)ccc1)C)C(=O)NCC(=O)O	InChI=1S/C19H17NO6/c1-9-8-26-14-5-3-4-11(16(9)14)12-6-13(21)10(2)17(18(12)24)19(25)20-7-15(22)23/h3-5,8,12H,6-7H2,1-2H3,(H,20,25)(H,22,23)/t12-/m1/s1	OVKSKGGIXJFTGX-GFCCVEGCSA-N
0	1	O=C(O)/C(=C\c1c(O)cc(cc1)O)/C(=O)NCC(=O)c1c(c(O)ccc1CCCC(=O)O)C(=O)C	InChI=1S/C24H23NO10/c1-12(26)21-17(28)8-6-13(3-2-4-20(31)32)22(21)19(30)11-25-23(33)16(24(34)35)9-14-5-7-15(27)10-18(14)29/h5-10,27-29H,2-4,11H2,1H3,(H,25,33)(H,31,32)(H,34,35)/b16-9-	GVGCQGXTSSYODC-SXGWCWSVSA-N
0	0	Clc1c2c(c(c(c(c2)Cl)C(=O)NC(=O)CCC(=O)O)C)cc(c1CC(=O)OC(=O)C)Cl	InChI=1S/C20H16Cl3NO7/c1-8-10-5-13(21)12(7-17(29)31-9(2)25)19(23)11(10)6-14(22)18(8)20(30)24-15(26)3-4-16(27)28/h5-6H,3-4,7H2,1-2H3,(H,27,28)(H,24,26,30)	KRGIEWNLVZXUAT-UHFFFAOYSA-N
0	0	o1c2c(cnc(c2c2c1c1c(O)c(OC)ccc1c(c2)NC)N)CNCC	InChI=1S/C20H22N4O3/c1-4-23-8-10-9-24-20(21)16-12-7-13(22-2)11-5-6-14(26-3)17(25)15(11)19(12)27-18(10)16/h5-7,9,22-23,25H,4,8H2,1-3H3,(H2,21,24)	RJEKUUGQNMYPOB-UHFFFAOYSA-N
0	0	Clc1c(Cl)c2c(c(c1O)OC)cc(c(c2)C(=O)OC(=O)c1c(O)cc(c(c1)C(=O)O)O)O	InChI=1S/C20H12Cl2O10/c1-31-17-7-4-11(23)9(2-6(7)14(21)15(22)16(17)26)19(29)32-20(30)10-3-8(18(27)28)12(24)5-13(10)25/h2-5,23-26H,1H3,(H,27,28)	OHOQQMPNNRGIQM-UHFFFAOYSA-N
0	0	S(=O)(=O)(O)c1cc2c(cc1)ccc(c2)c1c(O)cc(c(c1)C(=O)O)O	InChI=1S/C17H12O7S/c18-15-8-16(19)14(17(20)21)7-13(15)10-2-1-9-3-4-12(25(22,23)24)6-11(9)5-10/h1-8,18-19H,(H,20,21)(H,22,23,24)	HYISGGIPXMFFIL-UHFFFAOYSA-N
3	0	O(C[C@@H](O)[C@@H]1c2c(c3c4c(c2)c2[nH]cnc2cc4C=CC3)[C@H](C=C1)O)CC	InChI=1S/C22H22N2O3/c1-2-27-10-19(26)13-6-7-18(25)21-14-5-3-4-12-8-17-22(24-11-23-17)16(20(12)14)9-15(13)21/h3-4,6-9,11,13,18-19,25-26H,2,5,10H2,1H3,(H,23,24)/t13-,18-,19+/m0/s1	GHVCDCIZBUVVPA-FASAQXTFSA-N
1	0	O=C(O)Cc1c(c(ccc1C[C@H](O)c1c2c(ccc(c2)C)ccc1)COC)C(=N)O	InChI=1S/C24H25NO5/c1-14-6-7-15-4-3-5-18(19(15)10-14)21(26)11-16-8-9-17(13-30-2)23(24(25)29)20(16)12-22(27)28/h3-10,21,26H,11-13H2,1-2H3,(H2,25,29)(H,27,28)/t21-/m0/s1	GBKASNGXCSPTEO-NRFANRHFSA-N
0	0	Clc1c(S(=O)(=O)NCCC)c(O)c2c(c1O)c1c(OC)cc(cc1c(c2O)NC)C(=O)O	InChI=1S/C20H21ClN2O8S/c1-4-5-23-32(29,30)19-14(21)16(24)12-11-9(6-8(20(27)28)7-10(11)31-3)15(22-2)17(25)13(12)18(19)26/h6-7,22-26H,4-5H2,1-3H3,(H,27,28)	PJXRFSUTRYVENW-UHFFFAOYSA-N
2	0	OC1=C(O)C2=C[C@H](O)c3c([C@@H]2C=C1O)c(c(cc3O)O)C	InChI=1S/C15H14O6/c1-5-8(16)4-10(18)13-9(17)3-7-6(12(5)13)2-11(19)15(21)14(7)20/h2-4,6,9,16-21H,1H3/t6-,9+/m1/s1	ZOQPMFLTVGWPFO-MUWHJKNJSA-N
0	0	O=C(O)c1c(O)c(O)ccc1C(=O)c1c(OC)c2c(cc1)c(c(cc2C)C)C(=O)O	InChI=1S/C22H18O8/c1-9-8-10(2)16(21(26)27)11-4-5-13(20(30-3)15(9)11)18(24)12-6-7-14(23)19(25)17(12)22(28)29/h4-8,23,25H,1-3H3,(H,26,27)(H,28,29)	MDCGGVSOHRXBTD-UHFFFAOYSA-N
0	0	O=C(O)c1ncc(cc1)C(c1c(O)c(ccc1)CC=C)(C)C	InChI=1S/C18H19NO3/c1-4-6-12-7-5-8-14(16(12)20)18(2,3)13-9-10-15(17(21)22)19-11-13/h4-5,7-11,20H,1,6H2,2-3H3,(H,21,22)	IOSCXFUFAPPMMB-UHFFFAOYSA-N
0	1	O=C(O)c1c(O)cc(c(c1)CCC(O)(C)C)/C=C(/NC)\c1cc(C(=O)O)ccc1	InChI=1S/C22H25NO6/c1-22(2,29)8-7-13-10-17(21(27)28)19(24)12-16(13)11-18(23-3)14-5-4-6-15(9-14)20(25)26/h4-6,9-12,23-24,29H,7-8H2,1-3H3,(H,25,26)(H,27,28)/b18-11+	JQBMSJGOKGWWME-WOJGMQOQSA-N
1	0	O(c1c(OC)cc2c3c1[C@@H](O)C=Cc3cc(c2)C#N)C	InChI=1S/C16H13NO3/c1-19-13-7-11-6-9(8-17)5-10-3-4-12(18)15(14(10)11)16(13)20-2/h3-7,12,18H,1-2H3/t12-/m0/s1	HTRSKXQPQWVDHV-LBPRGKRZSA-N
0	0	O=C(O)Cc1c(O)c2c(cc1O)cc(cc2)c1cc(ccc1)C	InChI=1S/C19H16O4/c1-11-3-2-4-12(7-11)13-5-6-15-14(8-13)9-17(20)16(19(15)23)10-18(21)22/h2-9,20,23H,10H2,1H3,(H,21,22)	KUHKQEMTCCGDNH-UHFFFAOYSA-N
1	0	O=C(OC)c1c(cccc1)[C@@H](C(=O)c1nc(c([nH]1)CC(=O)O)CCC(=O)O)Cc1ccccc1	InChI=1S/C25H24N2O7/c1-34-25(33)17-10-6-5-9-16(17)18(13-15-7-3-2-4-8-15)23(32)24-26-19(11-12-21(28)29)20(27-24)14-22(30)31/h2-10,18H,11-14H2,1H3,(H,26,27)(H,28,29)(H,30,31)/t18-/m0/s1	CQYGSLRQFNTWPZ-SFHVURJKSA-N
0	1	Clc1c(c(c(cc1Cl)C)C(=O)OCCCCC)C(=O)CN/C=C\1/C=CC(=CC1)O	InChI=1S/C22H25Cl2NO4/c1-3-4-5-10-29-22(28)19-14(2)11-17(23)21(24)20(19)18(27)13-25-12-15-6-8-16(26)9-7-15/h6,8-9,11-12,25-26H,3-5,7,10,13H2,1-2H3/b15-12-	QYLCMVMNQLMHNF-QINSGFPZSA-N
0	2	O=C(O)c1cc(N/C(=N\C(=C\CCC)\O)/C)c(cc1)O	InChI=1S/C14H18N2O4/c1-3-4-5-13(18)16-9(2)15-11-8-10(14(19)20)6-7-12(11)17/h5-8,17-18H,3-4H2,1-2H3,(H,15,16)(H,19,20)/b13-5-	QPKVQGSIICPUMA-ACAGNQJTSA-N
1	0	O=C(OC(=O)[C@@H](n1c(O)cnc1C)C(=O)O)c1nc2c(cc1)c(O)cc(c2)C	InChI=1S/C18H15N3O7/c1-8-5-12-10(13(22)6-8)3-4-11(20-12)17(26)28-18(27)15(16(24)25)21-9(2)19-7-14(21)23/h3-7,15,22-23H,1-2H3,(H,24,25)/t15-/m0/s1	ZXXIMNMNBNJZIJ-HNNXBMFYSA-N
1	0	s1c2c(O)cc3c(c2c(c1)C)[C@@H](C=CC3)CC(=O)O	InChI=1S/C15H14O3S/c1-8-7-19-15-11(16)5-9-3-2-4-10(6-12(17)18)14(9)13(8)15/h2,4-5,7,10,16H,3,6H2,1H3,(H,17,18)/t10-/m0/s1	KHBASSYJZASXTN-JTQLQIEISA-N
0	0	Clc1cc(O)c(cc1)Cn1c(O)c2c(c1)cc[nH]2	InChI=1S/C13H11ClN2O2/c14-10-2-1-8(11(17)5-10)6-16-7-9-3-4-15-12(9)13(16)18/h1-5,7,15,17-18H,6H2	VZPVDQLCRARVSR-UHFFFAOYSA-N
1	1	O=C(O)c1cc(c(cc1)CO)[C@@H]1NC(=C/C/1=C/C)C=O	InChI=1S/C15H15NO4/c1-2-9-5-12(8-18)16-14(9)13-6-10(15(19)20)3-4-11(13)7-17/h2-6,8,14,16-17H,7H2,1H3,(H,19,20)/b9-2-/t14-/m1/s1	LWWMECBJDSQOHD-YPULQFSKSA-N
2	0	FC1=CC2=C3NC=C[C@@H]3c3c([C@H]2C=C1OC)c(O)ccc3CC(=O)O	InChI=1S/C19H16FNO4/c1-25-15-8-11-12(7-13(15)20)19-10(4-5-21-19)17-9(6-16(23)24)2-3-14(22)18(11)17/h2-5,7-8,10-11,21-22H,6H2,1H3,(H,23,24)/t10-,11+/m1/s1	HAVMFZAHBSPHHX-MNOVXSKESA-N
0	1	Clc1sc(nc1)Cc1occ(c1)/C=C\c1cc2c(cc1)cccc2	InChI=1S/C20H14ClNOS/c21-19-12-22-20(24-19)11-18-10-15(13-23-18)6-5-14-7-8-16-3-1-2-4-17(16)9-14/h1-10,12-13H,11H2/b6-5-	KBKADYOQWMCREI-WAYWQWQTSA-N
0	0	O=C(O)c1cc(c(cc1)c1ncc(c(c1)COC)CO)c1[nH]c(cc1)C(=O)C	InChI=1S/C21H20N2O5/c1-12(25)18-5-6-19(23-18)17-7-13(21(26)27)3-4-16(17)20-8-14(11-28-2)15(10-24)9-22-20/h3-9,23-24H,10-11H2,1-2H3,(H,26,27)	CBOWAVLDUQSSBY-UHFFFAOYSA-N
0	0	Clc1c(c(C(=O)O)ccc1)C(=O)n1c(ccc1)C	InChI=1S/C13H10ClNO3/c1-8-4-3-7-15(8)12(16)11-9(13(17)18)5-2-6-10(11)14/h2-7H,1H3,(H,17,18)	XKBANYAVKSGDIT-UHFFFAOYSA-N
0	0	Clc1c(Cl)c2c(c(c1F)OCCC(=O)O)c(cc(c2CCCCCc1ccccc1)OC)C	InChI=1S/C26H27Cl2FO4/c1-16-15-19(32-2)18(12-8-4-7-11-17-9-5-3-6-10-17)22-21(16)26(33-14-13-20(30)31)25(29)24(28)23(22)27/h3,5-6,9-10,15H,4,7-8,11-14H2,1-2H3,(H,30,31)	SGYPOTDZMMCTAI-UHFFFAOYSA-N
1	0	ClC1=CCc2c([C@H]1CC(=O)O)c(C(=O)OCC)ccc2	InChI=1S/C15H15ClO4/c1-2-20-15(19)10-5-3-4-9-6-7-12(16)11(14(9)10)8-13(17)18/h3-5,7,11H,2,6,8H2,1H3,(H,17,18)/t11-/m0/s1	FKVOKAPPUGUIPP-NSHDSACASA-N
2	1	O=C(O)[C@@H](c1[nH]c(cc1[C@@H](C(=O)N/N=C(\O)/c1c2c(ccc(c2)OC)ccc1)C)C)C	InChI=1S/C23H25N3O5/c1-12-10-18(20(24-12)14(3)23(29)30)13(2)21(27)25-26-22(28)17-7-5-6-15-8-9-16(31-4)11-19(15)17/h5-11,13-14,24H,1-4H3,(H,25,27)(H,26,28)(H,29,30)/t13-,14+/m0/s1	NEOVWWALUHPTOV-UONOGXRCSA-N
4	1	O=C(O)/C(=C/CO)/Cc1cc2c(cc1)CC[C@@H]1[C@H]2[C@@H]([C@@H](C(=O)c2ccccc2)CO)CCC1	InChI=1S/C28H32O5/c29-14-13-22(28(32)33)15-18-9-10-19-11-12-20-7-4-8-23(26(20)24(19)16-18)25(17-30)27(31)21-5-2-1-3-6-21/h1-3,5-6,9-10,13,16,20,23,25-26,29-30H,4,7-8,11-12,14-15,17H2,(H,32,33)/b22-13+/t20-,23-,25+,26+/m1/s1	LKSVREKVMQYQEG-NYGHNMMRSA-N
0	1	O=C(OC(=O)c1c(/C(=C\c2cc(ccc2)COC)/O)cc(cc1)C)Nc1ccccc1	InChI=1S/C25H23NO5/c1-17-11-12-21(24(28)31-25(29)26-20-9-4-3-5-10-20)22(13-17)23(27)15-18-7-6-8-19(14-18)16-30-2/h3-15,27H,16H2,1-2H3,(H,26,29)/b23-15+	VLMQTJPGZXGFMT-HZHRSRAPSA-N
2	1	O=C(OC/C=C/C[C@@H]1C(=C[C@@H](c2c1cccc2)Cc1ccc(cc1)O)OC)CC(=O)O	InChI=1S/C25H26O6/c1-30-23-15-18(14-17-9-11-19(26)12-10-17)20-6-2-3-7-21(20)22(23)8-4-5-13-31-25(29)16-24(27)28/h2-7,9-12,15,18,22,26H,8,13-14,16H2,1H3,(H,27,28)/b5-4+/t18-,22-/m0/s1	XLLPNBIYHOZUKY-NQQCORKOSA-N
0	1	O=C(O)CN/C(=N\CC1=CCc2c(C1)c1c(cc2)c(c(cc1)C#N)CC(=O)O)/CO	InChI=1S/C22H21N3O5/c23-9-15-4-6-16-17(19(15)8-21(27)28)5-3-14-2-1-13(7-18(14)16)10-24-20(12-26)25-11-22(29)30/h1,3-6,26H,2,7-8,10-12H2,(H,24,25)(H,27,28)(H,29,30)	ZFFMODZJSAWZCY-UHFFFAOYSA-N
0	0	S(=O)(=O)(O)c1c(O)c(O)cc2c1c(O)c1c(c2OC)cc(c(c1CCC)O)C(=O)O	InChI=1S/C19H18O10S/c1-3-4-7-12-8(5-10(14(7)21)19(24)25)17(29-2)9-6-11(20)15(22)18(30(26,27)28)13(9)16(12)23/h5-6,20-23H,3-4H2,1-2H3,(H,24,25)(H,26,27,28)	AMKWWEOEWFLQGS-UHFFFAOYSA-N
1	0	Cl[C@H](c1c(c(c(c(c1C)O)Oc1ccccc1)C(=O)OC(=O)C)CC(=O)O)c1c(O)ccc(c1)O	InChI=1S/C25H21ClO9/c1-12-20(22(26)16-10-14(28)8-9-18(16)29)17(11-19(30)31)21(25(33)34-13(2)27)24(23(12)32)35-15-6-4-3-5-7-15/h3-10,22,28-29,32H,11H2,1-2H3,(H,30,31)/t22-/m0/s1	YNZASDMKIQFFQT-QFIPXVFZSA-N
3	1	O=C(O)c1c(O)ncc(c1)[C@@H]([C@H](/C=C\1/C(=c2c(=C(C1)C(=O)O)cccc2)O)[C@@H](O)C)CC	InChI=1S/C24H25NO7/c1-3-15(14-10-20(24(31)32)22(28)25-11-14)18(12(2)26)8-13-9-19(23(29)30)16-6-4-5-7-17(16)21(13)27/h4-8,10-12,15,18,26-27H,3,9H2,1-2H3,(H,25,28)(H,29,30)(H,31,32)/b13-8+/t12-,15-,18+/m0/s1	VOJSGRBUPITYLD-SMOZXJEISA-N
2	0	S(=O)(=O)(NC(=O)C)[C@H]1C(=C2c3c(c(ccc3)C)C=C[C@@H]2c2c1c1c(ccc(c1)OC)cc2)O	InChI=1S/C26H23NO5S/c1-14-5-4-6-19-18(14)11-12-20-21-10-8-16-7-9-17(32-3)13-22(16)24(21)26(25(29)23(19)20)33(30,31)27-15(2)28/h4-13,20,26,29H,1-3H3,(H,27,28)/t20-,26-/m1/s1	YJNSOIRMADBSNX-FQRUVTKNSA-N
1	2	Brc1c2c(c(Cl)ccc2F)c(c(c1)/C(=C(/O)\[C@@H](CC)C)/C(=O)O)C/C=C(/C(=O)O)\CC	InChI=1S/C23H23BrClFO5/c1-4-11(3)21(27)19(23(30)31)14-10-15(24)20-17(26)9-8-16(25)18(20)13(14)7-6-12(5-2)22(28)29/h6,8-11,27H,4-5,7H2,1-3H3,(H,28,29)(H,30,31)/b12-6+,21-19-/t11-/m1/s1	NEJIOCVDXCHLPK-BONMXCNSSA-N
0	2	O=C(O)c1c(c(ccc1)CC(=O)O)/C(=C\1/c2c(O)ccc(c2CN=C1C/C=C\C(=O)O)C(=O)O)/O	InChI=1S/C24H19NO10/c26-16-8-7-12(23(32)33)14-10-25-15(5-2-6-17(27)28)21(20(14)16)22(31)19-11(9-18(29)30)3-1-4-13(19)24(34)35/h1-4,6-8,26,31H,5,9-10H2,(H,27,28)(H,29,30)(H,32,33)(H,34,35)/b6-2-,22-21-	XKTFVLDGRYNQDG-KBNOBUQYSA-N
0	1	O=C(Oc1c2c(O)cc(cc2cc(c1)CC)C(=O)/C(=C\C(=O)C=O)/CC(=O)O)c1[nH]ccc1	InChI=1S/C24H19NO8/c1-2-13-6-14-8-15(23(31)16(11-21(29)30)9-17(27)12-26)10-19(28)22(14)20(7-13)33-24(32)18-4-3-5-25-18/h3-10,12,25,28H,2,11H2,1H3,(H,29,30)/b16-9-	UVSPJWHLNWHFCX-SXGWCWSVSA-N
1	0	O=C(O)CCc1c(O)[nH]cc1[C@@H](c1ccc(cc1)N(C)C)CCCOC(CCCC(=O)O)(C)C	InChI=1S/C26H38N2O6/c1-26(2,15-5-8-23(29)30)34-16-6-7-20(18-9-11-19(12-10-18)28(3)4)22-17-27-25(33)21(22)13-14-24(31)32/h9-12,17,20,27,33H,5-8,13-16H2,1-4H3,(H,29,30)(H,31,32)/t20-/m1/s1	SSPASMSPQIANBA-HXUWFJFHSA-N
1	0	O=C(O)c1c(cc2c(c1)cc([nH]2)O)CC[C@@H](O)NCCc1ccccc1	InChI=1S/C20H22N2O4/c23-18(21-9-8-13-4-2-1-3-5-13)7-6-14-11-17-15(12-19(24)22-17)10-16(14)20(25)26/h1-5,10-12,18,21-24H,6-9H2,(H,25,26)/t18-/m1/s1	JSQLPEZKDGTZEI-GOSISDBHSA-N
0	1	Clc1c(cccc1)/C=C/C(=O)CS(=O)(=O)CCC(=O)c1[nH]c2c(c1)c(O)cc1c2cccc1	InChI=1S/C25H20ClNO5S/c26-21-8-4-2-5-16(21)9-10-18(28)15-33(31,32)12-11-23(29)22-14-20-24(30)13-17-6-1-3-7-19(17)25(20)27-22/h1-10,13-14,27,30H,11-12,15H2/b10-9+	RSYVOXMUMDYVCN-MDZDMXLPSA-N
0	0	O=C(O)c1c2c(c(Oc3c(O)c(O)ccc3c3c(OC(=O)C)cccc3)c(cc2)N)ccc1	InChI=1S/C25H19NO7/c1-13(27)32-21-8-3-2-5-15(21)17-10-12-20(28)22(29)24(17)33-23-16-6-4-7-18(25(30)31)14(16)9-11-19(23)26/h2-12,28-29H,26H2,1H3,(H,30,31)	FHQBOEYLMKSVIQ-UHFFFAOYSA-N
0	1	S(Cc1c(O)c(ncc1C#N)c1c(O)cc(nc1C)O)C/C(=N/c1c2ncccc2ccc1)/O	InChI=1S/C24H19N5O4S/c1-13-21(18(30)8-19(31)28-13)23-24(33)16(15(9-25)10-27-23)11-34-12-20(32)29-17-6-2-4-14-5-3-7-26-22(14)17/h2-8,10,33H,11-12H2,1H3,(H,29,32)(H2,28,30,31)	ZMKNCVYVTSPYCH-UHFFFAOYSA-N
2	0	[nH]1cc(cc1)CC1=C[C@@H]2C(=C[C@H](c3c2ccc(c3C)N)C)C=C1	InChI=1S/C21H22N2/c1-13-9-17-4-3-15(10-16-7-8-23-12-16)11-19(17)18-5-6-20(22)14(2)21(13)18/h3-9,11-13,19,23H,10,22H2,1-2H3/t13-,19-/m1/s1	XTCKXCRENLKUHT-BFUOFWGJSA-N
2	1	O=C(O)[C@H](n1c(ccc1C)C)[C@@H](c1c(cccc1)CC#N)/C=C/c1ccccc1	InChI=1S/C25H24N2O2/c1-18-12-13-19(2)27(18)24(25(28)29)23(15-14-20-8-4-3-5-9-20)22-11-7-6-10-21(22)16-17-26/h3-15,23-24H,16H2,1-2H3,(H,28,29)/b15-14+/t23-,24-/m1/s1	UOTZVSUEYKWGBC-NVECHQRWSA-N
1	0	O=C(NC(=O)c1ccccc1)N[C@H](C(=O)O)CCCCC	InChI=1S/C15H20N2O4/c1-2-3-5-10-12(14(19)20)16-15(21)17-13(18)11-8-6-4-7-9-11/h4,6-9,12H,2-3,5,10H2,1H3,(H,19,20)(H2,16,17,18,21)/t12-/m0/s1	SNZHTBIGSOJUFG-LBPRGKRZSA-N
