tetra	ez	rdSMILES	rdInChI	rdInChIKey
1	1	CC1=CC=C[C@@H]2Cc3c(c(C(C)(C)c4cccc(CO)c4C)cc4c3CC=C(O)C4)C=C12	InChI=1S/C30H32O2/c1-18-7-5-8-20-14-26-24-12-11-23(32)13-22(24)15-29(27(26)16-25(18)20)30(3,4)28-10-6-9-21(17-31)19(28)2/h5-11,15-16,20,31-32H,12-14,17H2,1-4H3/t20-/m1/s1	LSHSFHIHXNHDCY-HXUWFJFHSA-N
0	0	O=C(O)CC(=O)CC(=O)c1nc2cc(Cl)cc(C(=O)O)c2cc1O	InChI=1S/C15H10ClNO7/c16-6-1-9(15(23)24)8-5-12(20)14(17-10(8)2-6)11(19)3-7(18)4-13(21)22/h1-2,5,20H,3-4H2,(H,21,22)(H,23,24)	PESPTPCBJGVVPD-UHFFFAOYSA-N
1	1	COC(=O)NCC1=N[C@@H]2C(=C(Cc3ccoc3)Cc3cc(O)c(C(=O)O)cc32)N1	InChI=1S/C20H19N3O6/c1-28-20(27)21-8-16-22-17-12(4-10-2-3-29-9-10)5-11-6-15(24)14(19(25)26)7-13(11)18(17)23-16/h2-3,6-7,9,18,24H,4-5,8H2,1H3,(H,21,27)(H,22,23)(H,25,26)/t18-/m0/s1	FPYHOPRNSLSROQ-SFHVURJKSA-N
0	1	CN(/C=C/COCC(=O)c1cccc(O)c1)c1cccc2c(C(=O)O)cccc12	InChI=1S/C23H21NO5/c1-24(12-5-13-29-15-22(26)16-6-2-7-17(25)14-16)21-11-4-8-18-19(21)9-3-10-20(18)23(27)28/h2-12,14,25H,13,15H2,1H3,(H,27,28)/b12-5+	LDANSGASFPQGGW-LFYBBSHMSA-N
2	2	CC1=CC=C[C@H]2C1=C1C=CC(CCO)=C(C)[C@@H]1c1cccnc12	InChI=1S/C21H21NO/c1-13-5-3-6-17-19(13)16-9-8-15(10-12-23)14(2)20(16)18-7-4-11-22-21(17)18/h3-9,11,17,20,23H,10,12H2,1-2H3/t17-,20-/m0/s1	VDHBSRYSBJNVCW-PXNSSMCTSA-N
1	1	CCN(C)c1c2c(cc3c1CC=C(OC)[C@@H]3C)Cc1ccccc1C2	InChI=1S/C23H27NO/c1-5-24(3)23-19-10-11-22(25-4)15(2)20(19)14-18-12-16-8-6-7-9-17(16)13-21(18)23/h6-9,11,14-15H,5,10,12-13H2,1-4H3/t15-/m1/s1	YDCZDVNUEJJRNQ-OAHLLOKOSA-N
0	0	CCc1c(-c2ccc3c(O)ccc(C)c3c2C)ccc2cccc(CO)c12	InChI=1S/C25H24O2/c1-4-19-21(10-9-17-6-5-7-18(14-26)25(17)19)20-11-12-22-23(27)13-8-15(2)24(22)16(20)3/h5-13,26-27H,4,14H2,1-3H3	BLTGKBFIASWVBB-UHFFFAOYSA-N
0	0	CCc1cc2cc(C)[nH]c2c(CNC(=O)CC(=O)OC(C)=O)c1Oc1ccc2ccccc2c1	InChI=1S/C27H26N2O5/c1-4-18-12-21-11-16(2)29-26(21)23(15-28-24(31)14-25(32)33-17(3)30)27(18)34-22-10-9-19-7-5-6-8-20(19)13-22/h5-13,29H,4,14-15H2,1-3H3,(H,28,31)	KHJANAHHXAHCLU-UHFFFAOYSA-N
1	1	CC1=C(C(=O)NCC(=O)O)C(=O)[C@@H](c2cccc3occ(C)c23)CC1=O	InChI=1S/C19H17NO6/c1-9-8-26-14-5-3-4-11(16(9)14)12-6-13(21)10(2)17(18(12)24)19(25)20-7-15(22)23/h3-5,8,12H,6-7H2,1-2H3,(H,20,25)(H,22,23)/t12-/m1/s1	OVKSKGGIXJFTGX-GFCCVEGCSA-N
0	1	CC(=O)c1c(O)ccc(CCCC(=O)O)c1C(=O)CNC(=O)/C(=C/c1ccc(O)cc1O)C(=O)O	InChI=1S/C24H23NO10/c1-12(26)21-17(28)8-6-13(3-2-4-20(31)32)22(21)19(30)11-25-23(33)16(24(34)35)9-14-5-7-15(27)10-18(14)29/h5-10,27-29H,2-4,11H2,1H3,(H,25,33)(H,31,32)(H,34,35)/b16-9-	GVGCQGXTSSYODC-SXGWCWSVSA-N
0	0	CC(=O)OC(=O)Cc1c(Cl)cc2c(C)c(C(=O)NC(=O)CCC(=O)O)c(Cl)cc2c1Cl	InChI=1S/C20H16Cl3NO7/c1-8-10-5-13(21)12(7-17(29)31-9(2)25)19(23)11(10)6-14(22)18(8)20(30)24-15(26)3-4-16(27)28/h5-6H,3-4,7H2,1-2H3,(H,27,28)(H,24,26,30)	KRGIEWNLVZXUAT-UHFFFAOYSA-N
0	0	CCNCc1cnc(N)c2c1oc1c2cc(NC)c2ccc(OC)c(O)c21	InChI=1S/C20H22N4O3/c1-4-23-8-10-9-24-20(21)16-12-7-13(22-2)11-5-6-14(26-3)17(25)15(11)19(12)27-18(10)16/h5-7,9,22-23,25H,4,8H2,1-3H3,(H2,21,24)	RJEKUUGQNMYPOB-UHFFFAOYSA-N
0	0	COc1c(O)c(Cl)c(Cl)c2cc(C(=O)OC(=O)c3cc(C(=O)O)c(O)cc3O)c(O)cc12	InChI=1S/C20H12Cl2O10/c1-31-17-7-4-11(23)9(2-6(7)14(21)15(22)16(17)26)19(29)32-20(30)10-3-8(18(27)28)12(24)5-13(10)25/h2-5,23-26H,1H3,(H,27,28)	OHOQQMPNNRGIQM-UHFFFAOYSA-N
0	0	O=C(O)c1cc(-c2ccc3ccc(S(=O)(=O)O)cc3c2)c(O)cc1O	InChI=1S/C17H12O7S/c18-15-8-16(19)14(17(20)21)7-13(15)10-2-1-9-3-4-12(25(22,23)24)6-11(9)5-10/h1-8,18-19H,(H,20,21)(H,22,23,24)	HYISGGIPXMFFIL-UHFFFAOYSA-N
3	3	CCOC[C@@H](O)[C@H]1C=C[C@H](O)c2c1cc1c3c(cc4nc[nH]c41)C=CCc23	InChI=1S/C22H22N2O3/c1-2-27-10-19(26)13-6-7-18(25)21-14-5-3-4-12-8-17-22(24-11-23-17)16(20(12)14)9-15(13)21/h3-4,6-9,11,13,18-19,25-26H,2,5,10H2,1H3,(H,23,24)/t13-,18-,19+/m0/s1	GHVCDCIZBUVVPA-FASAQXTFSA-N
1	1	COCc1ccc(C[C@H](O)c2cccc3ccc(C)cc23)c(CC(=O)O)c1C(=N)O	InChI=1S/C24H25NO5/c1-14-6-7-15-4-3-5-18(19(15)10-14)21(26)11-16-8-9-17(13-30-2)23(24(25)29)20(16)12-22(27)28/h3-10,21,26H,11-13H2,1-2H3,(H2,25,29)(H,27,28)/t21-/m0/s1	GBKASNGXCSPTEO-NRFANRHFSA-N
0	0	CCCNS(=O)(=O)c1c(Cl)c(O)c2c(c1O)c(O)c(NC)c1cc(C(=O)O)cc(OC)c12	InChI=1S/C20H21ClN2O8S/c1-4-5-23-32(29,30)19-14(21)16(24)12-11-9(6-8(20(27)28)7-10(11)31-3)15(22-2)17(25)13(12)18(19)26/h6-7,22-26H,4-5H2,1-3H3,(H,27,28)	PJXRFSUTRYVENW-UHFFFAOYSA-N
2	2	Cc1c(O)cc(O)c2c1[C@@H]1C=C(O)C(O)=C(O)C1=C[C@@H]2O	InChI=1S/C15H14O6/c1-5-8(16)4-10(18)13-9(17)3-7-6(12(5)13)2-11(19)15(21)14(7)20/h2-4,6,9,16-21H,1H3/t6-,9+/m1/s1	ZOQPMFLTVGWPFO-MUWHJKNJSA-N
0	0	COc1c(C(=O)c2ccc(O)c(O)c2C(=O)O)ccc2c(C(=O)O)c(C)cc(C)c12	InChI=1S/C22H18O8/c1-9-8-10(2)16(21(26)27)11-4-5-13(20(30-3)15(9)11)18(24)12-6-7-14(23)19(25)17(12)22(28)29/h4-8,23,25H,1-3H3,(H,26,27)(H,28,29)	MDCGGVSOHRXBTD-UHFFFAOYSA-N
0	0	C=CCc1cccc(C(C)(C)c2ccc(C(=O)O)nc2)c1O	InChI=1S/C18H19NO3/c1-4-6-12-7-5-8-14(16(12)20)18(2,3)13-9-10-15(17(21)22)19-11-13/h4-5,7-11,20H,1,6H2,2-3H3,(H,21,22)	IOSCXFUFAPPMMB-UHFFFAOYSA-N
0	1	CN/C(=C/c1cc(O)c(C(=O)O)cc1CCC(C)(C)O)c1cccc(C(=O)O)c1	InChI=1S/C22H25NO6/c1-22(2,29)8-7-13-10-17(21(27)28)19(24)12-16(13)11-18(23-3)14-5-4-6-15(9-14)20(25)26/h4-6,9-12,23-24,29H,7-8H2,1-3H3,(H,25,26)(H,27,28)/b18-11+	JQBMSJGOKGWWME-WOJGMQOQSA-N
1	1	COc1cc2cc(C#N)cc3c2c(c1OC)[C@@H](O)C=C3	InChI=1S/C16H13NO3/c1-19-13-7-11-6-9(8-17)5-10-3-4-12(18)15(14(10)11)16(13)20-2/h3-7,12,18H,1-2H3/t12-/m0/s1	HTRSKXQPQWVDHV-LBPRGKRZSA-N
0	0	Cc1cccc(-c2ccc3c(O)c(CC(=O)O)c(O)cc3c2)c1	InChI=1S/C19H16O4/c1-11-3-2-4-12(7-11)13-5-6-15-14(8-13)9-17(20)16(19(15)23)10-18(21)22/h2-9,20,23H,10H2,1H3,(H,21,22)	KUHKQEMTCCGDNH-UHFFFAOYSA-N
1	1	COC(=O)c1ccccc1[C@H](Cc1ccccc1)C(=O)c1nc(CCC(=O)O)c(CC(=O)O)[nH]1	InChI=1S/C25H24N2O7/c1-34-25(33)17-10-6-5-9-16(17)18(13-15-7-3-2-4-8-15)23(32)24-26-19(11-12-21(28)29)20(27-24)14-22(30)31/h2-10,18H,11-14H2,1H3,(H,26,27)(H,28,29)(H,30,31)/t18-/m0/s1	CQYGSLRQFNTWPZ-SFHVURJKSA-N
0	1	CCCCCOC(=O)c1c(C)cc(Cl)c(Cl)c1C(=O)CN/C=C1/C=CC(O)=CC1	InChI=1S/C22H25Cl2NO4/c1-3-4-5-10-29-22(28)19-14(2)11-17(23)21(24)20(19)18(27)13-25-12-15-6-8-16(26)9-7-15/h6,8-9,11-12,25-26H,3-5,7,10,13H2,1-2H3/b15-12-	QYLCMVMNQLMHNF-QINSGFPZSA-N
0	2	CCC/C=C(O)/N=C(/C)Nc1cc(C(=O)O)ccc1O	InChI=1S/C14H18N2O4/c1-3-4-5-13(18)16-9(2)15-11-8-10(14(19)20)6-7-12(11)17/h5-8,17-18H,3-4H2,1-2H3,(H,15,16)(H,19,20)/b13-5-	QPKVQGSIICPUMA-ACAGNQJTSA-N
1	1	Cc1cc(O)c2ccc(C(=O)OC(=O)[C@H](C(=O)O)n3c(O)cnc3C)nc2c1	InChI=1S/C18H15N3O7/c1-8-5-12-10(13(22)6-8)3-4-11(20-12)17(26)28-18(27)15(16(24)25)21-9(2)19-7-14(21)23/h3-7,15,22-23H,1-2H3,(H,24,25)/t15-/m0/s1	ZXXIMNMNBNJZIJ-HNNXBMFYSA-N
1	1	Cc1csc2c(O)cc3c(c12)[C@H](CC(=O)O)C=CC3	InChI=1S/C15H14O3S/c1-8-7-19-15-11(16)5-9-3-2-4-10(6-12(17)18)14(9)13(8)15/h2,4-5,7,10,16H,3,6H2,1H3,(H,17,18)/t10-/m0/s1	KHBASSYJZASXTN-JTQLQIEISA-N
0	0	Oc1cc(Cl)ccc1Cn1cc2cc[nH]c2c1O	InChI=1S/C13H11ClN2O2/c14-10-2-1-8(11(17)5-10)6-16-7-9-3-4-15-12(9)13(16)18/h1-5,7,15,17-18H,6H2	VZPVDQLCRARVSR-UHFFFAOYSA-N
1	2	C/C=C1/C=C(C=O)N[C@H]1c1cc(C(=O)O)ccc1CO	InChI=1S/C15H15NO4/c1-2-9-5-12(8-18)16-14(9)13-6-10(15(19)20)3-4-11(13)7-17/h2-6,8,14,16-17H,7H2,1H3,(H,19,20)/b9-2-/t14-/m1/s1	LWWMECBJDSQOHD-YPULQFSKSA-N
2	2	COC1=C[C@H]2C(=C3NC=C[C@@H]3c3c(CC(=O)O)ccc(O)c32)C=C1F	InChI=1S/C19H16FNO4/c1-25-15-8-11-12(7-13(15)20)19-10(4-5-21-19)17-9(6-16(23)24)2-3-14(22)18(11)17/h2-5,7-8,10-11,21-22H,6H2,1H3,(H,23,24)/t10-,11+/m1/s1	HAVMFZAHBSPHHX-MNOVXSKESA-N
0	1	Clc1cnc(Cc2cc(/C=C\c3ccc4ccccc4c3)co2)s1	InChI=1S/C20H14ClNOS/c21-19-12-22-20(24-19)11-18-10-15(13-23-18)6-5-14-7-8-16-3-1-2-4-17(16)9-14/h1-10,12-13H,11H2/b6-5-	KBKADYOQWMCREI-WAYWQWQTSA-N
0	0	COCc1cc(-c2ccc(C(=O)O)cc2-c2ccc(C(C)=O)[nH]2)ncc1CO	InChI=1S/C21H20N2O5/c1-12(25)18-5-6-19(23-18)17-7-13(21(26)27)3-4-16(17)20-8-14(11-28-2)15(10-24)9-22-20/h3-9,23-24H,10-11H2,1-2H3,(H,26,27)	CBOWAVLDUQSSBY-UHFFFAOYSA-N
0	0	Cc1cccn1C(=O)c1c(Cl)cccc1C(=O)O	InChI=1S/C13H10ClNO3/c1-8-4-3-7-15(8)12(16)11-9(13(17)18)5-2-6-10(11)14/h2-7H,1H3,(H,17,18)	XKBANYAVKSGDIT-UHFFFAOYSA-N
0	0	COc1cc(C)c2c(OCCC(=O)O)c(F)c(Cl)c(Cl)c2c1CCCCCc1ccccc1	InChI=1S/C26H27Cl2FO4/c1-16-15-19(32-2)18(12-8-4-7-11-17-9-5-3-6-10-17)22-21(16)26(33-14-13-20(30)31)25(29)24(28)23(22)27/h3,5-6,9-10,15H,4,7-8,11-14H2,1-2H3,(H,30,31)	SGYPOTDZMMCTAI-UHFFFAOYSA-N
1	1	CCOC(=O)c1cccc2c1[C@@H](CC(=O)O)C(Cl)=CC2	InChI=1S/C15H15ClO4/c1-2-20-15(19)10-5-3-4-9-6-7-12(16)11(14(9)10)8-13(17)18/h3-5,7,11H,2,6,8H2,1H3,(H,17,18)/t11-/m0/s1	FKVOKAPPUGUIPP-NSHDSACASA-N
2	3	COc1ccc2cccc(/C(O)=N/NC(=O)[C@@H](C)c3cc(C)[nH]c3[C@@H](C)C(=O)O)c2c1	InChI=1S/C23H25N3O5/c1-12-10-18(20(24-12)14(3)23(29)30)13(2)21(27)25-26-22(28)17-7-5-6-15-8-9-16(31-4)11-19(15)17/h5-11,13-14,24H,1-4H3,(H,25,27)(H,26,28)(H,29,30)/t13-,14+/m0/s1	NEOVWWALUHPTOV-UONOGXRCSA-N
4	5	O=C(O)/C(=C/CO)Cc1ccc2c(c1)[C@@H]1[C@@H]([C@H](CO)C(=O)c3ccccc3)CCC[C@@H]1CC2	InChI=1S/C28H32O5/c29-14-13-22(28(32)33)15-18-9-10-19-11-12-20-7-4-8-23(26(20)24(19)16-18)25(17-30)27(31)21-5-2-1-3-6-21/h1-3,5-6,9-10,13,16,20,23,25-26,29-30H,4,7-8,11-12,14-15,17H2,(H,32,33)/b22-13+/t20-,23-,25+,26+/m1/s1	LKSVREKVMQYQEG-NYGHNMMRSA-N
0	1	COCc1cccc(/C=C(/O)c2cc(C)ccc2C(=O)OC(=O)Nc2ccccc2)c1	InChI=1S/C25H23NO5/c1-17-11-12-21(24(28)31-25(29)26-20-9-4-3-5-10-20)22(13-17)23(27)15-18-7-6-8-19(14-18)16-30-2/h3-15,27H,16H2,1-2H3,(H,26,29)/b23-15+	VLMQTJPGZXGFMT-HZHRSRAPSA-N
2	3	COC1=C[C@H](Cc2ccc(O)cc2)c2ccccc2[C@@H]1C/C=C/COC(=O)CC(=O)O	InChI=1S/C25H26O6/c1-30-23-15-18(14-17-9-11-19(26)12-10-17)20-6-2-3-7-21(20)22(23)8-4-5-13-31-25(29)16-24(27)28/h2-7,9-12,15,18,22,26H,8,13-14,16H2,1H3,(H,27,28)/b5-4+/t18-,22-/m0/s1	XLLPNBIYHOZUKY-NQQCORKOSA-N
0	1	N#Cc1ccc2c3c(ccc2c1CC(=O)O)CC=C(C/N=C(/CO)NCC(=O)O)C3	InChI=1S/C22H21N3O5/c23-9-15-4-6-16-17(19(15)8-21(27)28)5-3-14-2-1-13(7-18(14)16)10-24-20(12-26)25-11-22(29)30/h1,3-6,26H,2,7-8,10-12H2,(H,24,25)(H,27,28)(H,29,30)	ZFFMODZJSAWZCY-UHFFFAOYSA-N
0	0	CCCc1c(O)c(C(=O)O)cc2c(OC)c3cc(O)c(O)c(S(=O)(=O)O)c3c(O)c12	InChI=1S/C19H18O10S/c1-3-4-7-12-8(5-10(14(7)21)19(24)25)17(29-2)9-6-11(20)15(22)18(30(26,27)28)13(9)16(12)23/h5-6,20-23H,3-4H2,1-2H3,(H,24,25)(H,26,27,28)	AMKWWEOEWFLQGS-UHFFFAOYSA-N
1	1	CC(=O)OC(=O)c1c(CC(=O)O)c([C@@H](Cl)c2cc(O)ccc2O)c(C)c(O)c1Oc1ccccc1	InChI=1S/C25H21ClO9/c1-12-20(22(26)16-10-14(28)8-9-18(16)29)17(11-19(30)31)21(25(33)34-13(2)27)24(23(12)32)35-15-6-4-3-5-7-15/h3-10,22,28-29,32H,11H2,1-2H3,(H,30,31)/t22-/m0/s1	YNZASDMKIQFFQT-QFIPXVFZSA-N
3	4	CC[C@@H](c1cnc(O)c(C(=O)O)c1)[C@H](/C=C1\CC(C(=O)O)=c2ccccc2=C1O)[C@H](C)O	InChI=1S/C24H25NO7/c1-3-15(14-10-20(24(31)32)22(28)25-11-14)18(12(2)26)8-13-9-19(23(29)30)16-6-4-5-7-17(16)21(13)27/h4-8,10-12,15,18,26-27H,3,9H2,1-2H3,(H,25,28)(H,29,30)(H,31,32)/b13-8+/t12-,15-,18+/m0/s1	VOJSGRBUPITYLD-SMOZXJEISA-N
2	2	COc1ccc2ccc3c(c2c1)[C@@H](S(=O)(=O)NC(C)=O)C(O)=C1c2cccc(C)c2C=C[C@@H]13	InChI=1S/C26H23NO5S/c1-14-5-4-6-19-18(14)11-12-20-21-10-8-16-7-9-17(32-3)13-22(16)24(21)26(25(29)23(19)20)33(30,31)27-15(2)28/h4-13,20,26,29H,1-3H3,(H,27,28)/t20-,26-/m1/s1	YJNSOIRMADBSNX-FQRUVTKNSA-N
1	3	CC/C(=C\Cc1c(/C(C(=O)O)=C(/O)[C@H](C)CC)cc(Br)c2c(F)ccc(Cl)c12)C(=O)O	InChI=1S/C23H23BrClFO5/c1-4-11(3)21(27)19(23(30)31)14-10-15(24)20-17(26)9-8-16(25)18(20)13(14)7-6-12(5-2)22(28)29/h6,8-11,27H,4-5,7H2,1-3H3,(H,28,29)(H,30,31)/b12-6+,21-19-/t11-/m1/s1	NEJIOCVDXCHLPK-BONMXCNSSA-N
0	2	O=C(O)/C=C\CC1=NCc2c(C(=O)O)ccc(O)c2C1=C(O)c1c(CC(=O)O)cccc1C(=O)O	InChI=1S/C24H19NO10/c26-16-8-7-12(23(32)33)14-10-25-15(5-2-6-17(27)28)21(20(14)16)22(31)19-11(9-18(29)30)3-1-4-13(19)24(34)35/h1-4,6-8,26,31H,5,9-10H2,(H,27,28)(H,29,30)(H,32,33)(H,34,35)/b6-2-,22-21?	XKTFVLDGRYNQDG-DIFCAVELSA-N
0	1	CCc1cc(OC(=O)c2ccc[nH]2)c2c(O)cc(C(=O)/C(=C\C(=O)C=O)CC(=O)O)cc2c1	InChI=1S/C24H19NO8/c1-2-13-6-14-8-15(23(31)16(11-21(29)30)9-17(27)12-26)10-19(28)22(14)20(7-13)33-24(32)18-4-3-5-25-18/h3-10,12,25,28H,2,11H2,1H3,(H,29,30)/b16-9-	UVSPJWHLNWHFCX-SXGWCWSVSA-N
1	1	CN(C)c1ccc([C@@H](CCCOC(C)(C)CCCC(=O)O)c2c[nH]c(O)c2CCC(=O)O)cc1	InChI=1S/C26H38N2O6/c1-26(2,15-5-8-23(29)30)34-16-6-7-20(18-9-11-19(12-10-18)28(3)4)22-17-27-25(33)21(22)13-14-24(31)32/h9-12,17,20,27,33H,5-8,13-16H2,1-4H3,(H,29,30)(H,31,32)/t20-/m1/s1	SSPASMSPQIANBA-HXUWFJFHSA-N
1	1	O=C(O)c1cc2cc(O)[nH]c2cc1CC[C@@H](O)NCCc1ccccc1	InChI=1S/C20H22N2O4/c23-18(21-9-8-13-4-2-1-3-5-13)7-6-14-11-17-15(12-19(24)22-17)10-16(14)20(25)26/h1-5,10-12,18,21-24H,6-9H2,(H,25,26)/t18-/m1/s1	JSQLPEZKDGTZEI-GOSISDBHSA-N
0	1	O=C(/C=C/c1ccccc1Cl)CS(=O)(=O)CCC(=O)c1cc2c(O)cc3ccccc3c2[nH]1	InChI=1S/C25H20ClNO5S/c26-21-8-4-2-5-16(21)9-10-18(28)15-33(31,32)12-11-23(29)22-14-20-24(30)13-17-6-1-3-7-19(17)25(20)27-22/h1-10,13-14,27,30H,11-12,15H2/b10-9+	RSYVOXMUMDYVCN-MDZDMXLPSA-N
0	0	CC(=O)Oc1ccccc1-c1ccc(O)c(O)c1Oc1c(N)ccc2c(C(=O)O)cccc12	InChI=1S/C25H19NO7/c1-13(27)32-21-8-3-2-5-15(21)17-10-12-20(28)22(29)24(17)33-23-16-6-4-7-18(25(30)31)14(16)9-11-19(23)26/h2-12,28-29H,26H2,1H3,(H,30,31)	FHQBOEYLMKSVIQ-UHFFFAOYSA-N
0	1	Cc1nc(O)cc(O)c1-c1ncc(C#N)c(CSC/C(O)=N/c2cccc3cccnc23)c1O	InChI=1S/C24H19N5O4S/c1-13-21(18(30)8-19(31)28-13)23-24(33)16(15(9-25)10-27-23)11-34-12-20(32)29-17-6-2-4-14-5-3-7-26-22(14)17/h2-8,10,33H,11-12H2,1H3,(H,29,32)(H2,28,30,31)	ZMKNCVYVTSPYCH-UHFFFAOYSA-N
2	2	Cc1c(N)ccc2c1[C@H](C)C=C1C=CC(Cc3cc[nH]c3)=C[C@H]12	InChI=1S/C21H22N2/c1-13-9-17-4-3-15(10-16-7-8-23-12-16)11-19(17)18-5-6-20(22)14(2)21(13)18/h3-9,11-13,19,23H,10,22H2,1-2H3/t13-,19-/m1/s1	XTCKXCRENLKUHT-BFUOFWGJSA-N
2	3	Cc1ccc(C)n1[C@@H](C(=O)O)[C@H](/C=C/c1ccccc1)c1ccccc1CC#N	InChI=1S/C25H24N2O2/c1-18-12-13-19(2)27(18)24(25(28)29)23(15-14-20-8-4-3-5-9-20)22-11-7-6-10-21(22)16-17-26/h3-15,23-24H,16H2,1-2H3,(H,28,29)/b15-14+/t23-,24-/m1/s1	UOTZVSUEYKWGBC-NVECHQRWSA-N
1	1	CCCCC[C@H](NC(=O)NC(=O)c1ccccc1)C(=O)O	InChI=1S/C15H20N2O4/c1-2-3-5-10-12(14(19)20)16-15(21)17-13(18)11-8-6-4-7-9-11/h4,6-9,12H,2-3,5,10H2,1H3,(H,19,20)(H2,16,17,18,21)/t12-/m0/s1	SNZHTBIGSOJUFG-LBPRGKRZSA-N
2	2	CO[C@@H](C(=O)NC(C)=O)C(=O)OC(=O)[C@H](O)C(=O)NC(=O)CC(=O)OC(=O)Nc1c[nH]cn1	InChI=1S/C16H17N5O12/c1-6(22)19-13(27)11(31-2)15(29)33-14(28)10(25)12(26)21-8(23)3-9(24)32-16(30)20-7-4-17-5-18-7/h4-5,10-11,25H,3H2,1-2H3,(H,17,18)(H,20,30)(H,19,22,27)(H,21,23,26)/t10-,11+/m1/s1	XSTNZKULSYQFOT-MNOVXSKESA-N
0	0	O=C(O)CCCCCc1c(O)ccc(Cl)c1C(=O)O	InChI=1S/C13H15ClO5/c14-9-6-7-10(15)8(12(9)13(18)19)4-2-1-3-5-11(16)17/h6-7,15H,1-5H2,(H,16,17)(H,18,19)	VGXPLPQTBOYKFP-UHFFFAOYSA-N
0	0	Cc1cc2n(c1)-c1cc(-c3cccc(C(=O)O)c3)c3ccoc3c1C2	InChI=1S/C21H15NO3/c1-12-7-15-9-18-19(22(15)11-12)10-17(16-5-6-25-20(16)18)13-3-2-4-14(8-13)21(23)24/h2-8,10-11H,9H2,1H3,(H,23,24)	TUAFIEJSGRHRGC-UHFFFAOYSA-N
0	2	COC/C=C1/CNC(c2c(OC)cc(Br)c3c(O)cc(O)c(C(=O)O)c23)=C1C/C=C/I	InChI=1S/C22H21BrINO6/c1-30-7-5-11-10-25-21(12(11)4-3-6-24)19-16(31-2)8-13(23)17-14(26)9-15(27)18(20(17)19)22(28)29/h3,5-6,8-9,25-27H,4,7,10H2,1-2H3,(H,28,29)/b6-3+,11-5-	GVAXVJYPVORERG-NEIWRPEWSA-N
0	0	Cc1ccc2cc(NC(=O)c3cccc(Br)c3)c(C(=O)OCC(=O)O)c(Cl)c2c1	InChI=1S/C21H15BrClNO5/c1-11-5-6-12-9-16(24-20(27)13-3-2-4-14(22)8-13)18(19(23)15(12)7-11)21(28)29-10-17(25)26/h2-9H,10H2,1H3,(H,24,27)(H,25,26)	KMIREJXOPIZGJK-UHFFFAOYSA-N
2	3	COc1cccc([C@](/C=C(/C)C(F)(F)F)(C[C@H](C)C(=O)c2ccc3ccoc3c2OC)C(=O)O)c1	InChI=1S/C26H25F3O6/c1-15(21(30)20-9-8-17-10-11-35-22(17)23(20)34-4)13-25(24(31)32,14-16(2)26(27,28)29)18-6-5-7-19(12-18)33-3/h5-12,14-15H,13H2,1-4H3,(H,31,32)/b16-14-/t15-,25+/m0/s1	UWXZNWYYVKGWLK-JAASPTANSA-N
0	0	COc1ccc(Cc2c(-c3ccccc3)cc(O)nc2O)c(OC)c1C(=O)Nc1cccc(Cl)c1	InChI=1S/C27H23ClN2O5/c1-34-22-12-11-17(25(35-2)24(22)27(33)29-19-10-6-9-18(28)14-19)13-21-20(15-23(31)30-26(21)32)16-7-4-3-5-8-16/h3-12,14-15H,13H2,1-2H3,(H,29,33)(H2,30,31,32)	ZATSIANLZSNQTD-UHFFFAOYSA-N
0	1	CCOC(=O)c1cccc(NS(=O)(=O)N/N=C(/O)CC(=O)NC=O)c1CC	InChI=1S/C15H20N4O7S/c1-3-10-11(15(23)26-4-2)6-5-7-12(10)18-27(24,25)19-17-14(22)8-13(21)16-9-20/h5-7,9,18-19H,3-4,8H2,1-2H3,(H,17,22)(H,16,20,21)	FWYSGOAZGYFKEI-UHFFFAOYSA-N
0	0	Cc1cc(-[n+]2c(O)[nH]c(C(=O)O)c2O)c(CCCc2ccccc2)cc1O	InChI=1S/C20H20N2O5/c1-12-10-15(22-18(24)17(19(25)26)21-20(22)27)14(11-16(12)23)9-5-8-13-6-3-2-4-7-13/h2-4,6-7,10-11H,5,8-9H2,1H3,(H4,21,23,24,25,26,27)/p+1	SLSZPMWXCMYSEF-UHFFFAOYSA-O
0	0	CCCC(=O)CC(=O)C(C(=O)O)(C(=O)O)c1c(CCCc2ccccc2)ccc(Br)c1O	InChI=1S/C24H25BrO7/c1-2-7-17(26)14-19(27)24(22(29)30,23(31)32)20-16(12-13-18(25)21(20)28)11-6-10-15-8-4-3-5-9-15/h3-5,8-9,12-13,28H,2,6-7,10-11,14H2,1H3,(H,29,30)(H,31,32)	GAIOTBOVESGAIQ-UHFFFAOYSA-N
2	2	CCOC(=O)CO[C@H](C)c1c(CC)ccc2c1[C@@H](C(=O)O)C=CC2	InChI=1S/C19H24O5/c1-4-13-9-10-14-7-6-8-15(19(21)22)18(14)17(13)12(3)24-11-16(20)23-5-2/h6,8-10,12,15H,4-5,7,11H2,1-3H3,(H,21,22)/t12-,15+/m1/s1	HZUJDZOOCRUAMD-DOMZBBRYSA-N
7	7	CC[C@H]1[C@H]2[C@H](CCC[C@H]2C)[C@@H](O)[C@H](C(=O)NCC(=O)O)[C@H]1O	InChI=1S/C16H27NO5/c1-3-9-12-8(2)5-4-6-10(12)15(21)13(14(9)20)16(22)17-7-11(18)19/h8-10,12-15,20-21H,3-7H2,1-2H3,(H,17,22)(H,18,19)/t8-,9+,10+,12+,13-,14+,15-/m1/s1	RDMKEQXDRXYSNG-XEBJWQRVSA-N
