tetra	ez	Structure of rdSMILES [idcode]	rdSMILES	rdInChI	rdInChIKey	dwSmiles	diff_rd_dw_SMILES	dwInChI	diff_rd_dw_inchi	dwInChI-Key	diff_rd_dw_inchikey	
1	1	fmwaP@F@PRH|bfRbRabtTTrRRdkM^sZh@JhH@BHBFh@	Cc1ccc2c(O)cc(O)c(C[C@@H](C)c3cccc(OCC(=O)O)n3)c2c1	InChI=1S/C21H21NO5/c1-12-6-7-14-15(8-12)16(19(24)10-18(14)23)9-13(2)17-4-3-5-20(22-17)27-11-21(25)26/h3-8,10,13,23-24H,9,11H2,1-2H3,(H,25,26)/t13-/m1/s1	CVMHILQJBKZJRG-CYBMUJFWSA-N	C[C@H](Cc(c1cc(C)ccc1c(O)c1)c1O)c1cccc(OCC(O)=O)n1	0	InChI=1S/C21H21NO5/c1-12-6-7-14-15(8-12)16(19(24)10-18(14)23)9-13(2)17-4-3-5-20(22-17)27-11-21(25)26/h3-8,10,13,23-24H,9,11H2,1-2H3,(H,25,26)/t13-/m1/s1	1	CVMHILQJBKZJRG-CYBMUJFWSA-N	1	
2	3	fe{aP@D@IH\|bbTrTQbbRvTV`eAbu@DUSMUSDcRJhNP	C/C=C1/C=C(C[C@@H](C)CC(=O)O)CC[C@@H]1c1cc(O)cc(C(=O)NO)c1	InChI=1S/C20H25NO5/c1-3-14-8-13(6-12(2)7-19(23)24)4-5-18(14)15-9-16(20(25)21-26)11-17(22)10-15/h3,8-12,18,22,26H,4-7H2,1-2H3,(H,21,25)(H,23,24)/b14-3-/t12-,18+/m1/s1	GLYMIPRLFWVHEB-MBQHRLRWSA-N	C[C@@H](CC(O)=O)CC(CC[C@@H]1c2cc(C(NO)=O)cc(O)c2)=C/C1=C/C	0	InChI=1S/C20H25NO5/c1-3-14-8-13(6-12(2)7-19(23)24)4-5-18(14)15-9-16(20(25)21-26)11-17(22)10-15/h3,8-12,18,22,26H,4-7H2,1-2H3,(H,21,25)(H,23,24)/b14-3-/t12-,18+/m1/s1	1	GLYMIPRLFWVHEB-MBQHRLRWSA-N	1	
0	0	fnc`p@O@PpuVyEMEEDeCihmiKT\mADPuMTp`@@	COc1cc(C)cc(C(=O)c2cccn2CC(=O)O)c1C(=O)O	InChI=1S/C16H15NO6/c1-9-6-10(14(16(21)22)12(7-9)23-2)15(20)11-4-3-5-17(11)8-13(18)19/h3-7H,8H2,1-2H3,(H,18,19)(H,21,22)	BQSUVFUQXBEANL-UHFFFAOYSA-N	Cc1cc(OC)c(C(O)=O)c(C(c2ccc[n]2CC(O)=O)=O)c1	0	InChI=1S/C16H15NO6/c1-9-6-10(14(16(21)22)12(7-9)23-2)15(20)11-4-3-5-17(11)8-13(18)19/h3-7H,8H2,1-2H3,(H,18,19)(H,21,22)	1	BQSUVFUQXBEANL-UHFFFAOYSA-N	1	
0	1	fek`P@K@QjnQQJZZZJIQIGYIpVijBHbjZh@@	CCCCCCOc1c(C)cc(C)c(NC=O)c1C(C)=C(C)C(=O)OC	InChI=1S/C21H31NO4/c1-7-8-9-10-11-26-20-15(3)12-14(2)19(22-13-23)18(20)16(4)17(5)21(24)25-6/h12-13H,7-11H2,1-6H3,(H,22,23)	UBYMNGPBUIFZMK-UHFFFAOYSA-N	CCCCCCOc1c(C(C)=C(C)C(OC)=O)c(NC=O)c(C)cc1C	0	InChI=1S/C21H31NO4/c1-7-8-9-10-11-26-20-15(3)12-14(2)19(22-13-23)18(20)16(4)17(5)21(24)25-6/h12-13H,7-11H2,1-6H3,(H,22,23)	1	UBYMNGPBUIFZMK-UHFFFAOYSA-N	1	
0	0	fm{PH@L^@a`gEfmIeYoYewgVcejfZ`XHZi`@@	CCc1ccc(CC(=O)OC(=O)NC(=O)CC(=O)NC(=O)CC(=O)O)cc1	InChI=1S/C17H18N2O8/c1-2-10-3-5-11(6-4-10)7-16(25)27-17(26)19-13(21)8-12(20)18-14(22)9-15(23)24/h3-6H,2,7-9H2,1H3,(H,23,24)(H,18,20,22)(H,19,21,26)	LYFZBJKNORWCJG-UHFFFAOYSA-N	CCc1ccc(CC(OC(NC(CC(NC(CC(O)=O)=O)=O)=O)=O)=O)cc1	0	InChI=1S/C17H18N2O8/c1-2-10-3-5-11(6-4-10)7-16(25)27-17(26)19-13(21)8-12(20)18-14(22)9-15(23)24/h3-6H,2,7-9H2,1H3,(H,23,24)(H,18,20,22)(H,19,21,26)	1	LYFZBJKNORWCJG-UHFFFAOYSA-N	1	
0	0	egdTJ@@DB`IEcklbfbbTTJRVfbRfQ`bdfgdSTwPsPDPDDAAQSDB@@@	NC(=O)c1ccc(Cc2cccc3c(C(=O)O)c(O)[nH]c23)c2oc3ccccc3c12	InChI=1S/C23H16N2O5/c24-21(26)15-9-8-12(20-17(15)13-5-1-2-7-16(13)30-20)10-11-4-3-6-14-18(23(28)29)22(27)25-19(11)14/h1-9,25,27H,10H2,(H2,24,26)(H,28,29)	ZDKFVAAFUBDDAB-UHFFFAOYSA-N	NC(c1c(c(cccc2)c2[o]2)c2c(Cc2c3[nH]c(O)c(C(O)=O)c3ccc2)cc1)=O	0	InChI=1S/C23H16N2O5/c24-21(26)15-9-8-12(20-17(15)13-5-1-2-7-16(13)30-20)10-11-4-3-6-14-18(23(28)29)22(27)25-19(11)14/h1-9,25,27H,10H2,(H2,24,26)(H,28,29)	1	ZDKFVAAFUBDDAB-UHFFFAOYSA-N	1	
0	0	e`\PNH@EMJaigo`ICHhheDeDedldehiBXpIHYYxee@@AQDPUSUS@`@@	CC(C)(CCc1coc2cc(F)c3cc4cc(O)c(C(=O)O)cc4c(O)c3c12)CC(=O)O	InChI=1S/C24H21FO7/c1-24(2,9-19(27)28)4-3-11-10-32-18-8-16(25)14-5-12-6-17(26)15(23(30)31)7-13(12)22(29)21(14)20(11)18/h5-8,10,26,29H,3-4,9H2,1-2H3,(H,27,28)(H,30,31)	YBUOHUBUAGAMPL-UHFFFAOYSA-N	CC(C)(CCc1c[o]c(cc(c2cc(c3c4)cc(O)c4C(O)=O)F)c1c2c3O)CC(O)=O	0	InChI=1S/C24H21FO7/c1-24(2,9-19(27)28)4-3-11-10-32-18-8-16(25)14-5-12-6-17(26)15(23(30)31)7-13(12)22(29)21(14)20(11)18/h5-8,10,26,29H,3-4,9H2,1-2H3,(H,27,28)(H,30,31)	1	YBUOHUBUAGAMPL-UHFFFAOYSA-N	1	
0	0	ek`XJ@@H`DJailbfbbTVbtLRTqfTDTtl\BrZZ@`H`HJIja@@@	CC(C)OC(=O)CNc1c(O)ccc2cc3ccc(C(=O)O)c4c3c(c12)C=CC4	InChI=1S/C23H21NO5/c1-12(2)29-19(26)11-24-22-18(25)9-7-14-10-13-6-8-16(23(27)28)15-4-3-5-17(20(13)15)21(14)22/h3,5-10,12,24-25H,4,11H2,1-2H3,(H,27,28)	CMCPYUFOACSFOS-UHFFFAOYSA-N	CC(C)OC(CNc1c2c(C=CCc3c(cc4)C(O)=O)c3c4cc2ccc1O)=O	0	InChI=1S/C23H21NO5/c1-12(2)29-19(26)11-24-22-18(25)9-7-14-10-13-6-8-16(23(27)28)15-4-3-5-17(20(13)15)21(14)22/h3,5-10,12,24-25H,4,11H2,1-2H3,(H,27,28)	1	CMCPYUFOACSFOS-UHFFFAOYSA-N	1	
0	0	figPR@I]xfkPRFQQQJJYJIIJZELEhuo]G@QDuUTsRK@@@	Cc1c(C(=O)O)oc2c(-c3ccc(O)n3-c3cc[nH]c3)c(F)ccc12	InChI=1S/C18H13FN2O4/c1-9-11-2-3-12(19)15(17(11)25-16(9)18(23)24)13-4-5-14(22)21(13)10-6-7-20-8-10/h2-8,20,22H,1H3,(H,23,24)	AVFFMUPTHKBXEO-UHFFFAOYSA-N	Cc1c(C(O)=O)[o]c2c1ccc(F)c2-c([n]1-c2c[nH]cc2)ccc1O	0	InChI=1S/C18H13FN2O4/c1-9-11-2-3-12(19)15(17(11)25-16(9)18(23)24)13-4-5-14(22)21(13)10-6-7-20-8-10/h2-8,20,22H,1H3,(H,23,24)	1	AVFFMUPTHKBXEO-UHFFFAOYSA-N	1	
1	1	fmoa@@I`rQSQQQJIKQFHqGWkNrwlzhIHBHbQjHhPP@	CCc1c[nH]cc1Cc1ccccc1[C@@H](OC)C1=CCc2cccc(C)c21	InChI=1S/C25H27NO/c1-4-18-15-26-16-21(18)14-20-9-5-6-11-22(20)25(27-3)23-13-12-19-10-7-8-17(2)24(19)23/h5-11,13,15-16,25-26H,4,12,14H2,1-3H3/t25-/m1/s1	QBGNVPYTGZDJGL-RUZDIDTESA-N	CCc1c[nH]cc1Cc1c([C@H](C2=CCc3cccc(C)c23)OC)cccc1	0	InChI=1S/C25H27NO/c1-4-18-15-26-16-21(18)14-20-9-5-6-11-22(20)25(27-3)23-13-12-19-10-7-8-17(2)24(19)23/h5-11,13,15-16,25-26H,4,12,14H2,1-3H3/t25-/m1/s1	1	QBGNVPYTGZDJGL-RUZDIDTESA-N	1	
0	1	fbuAB@A@bLbbRffRTTRMNIs@DSTE@@B@d	CC(C)CO/C(=C/c1ccccc1)c1cccc(Cl)c1	InChI=1S/C18H19ClO/c1-14(2)13-20-18(11-15-7-4-3-5-8-15)16-9-6-10-17(19)12-16/h3-12,14H,13H2,1-2H3/b18-11+	FLGJANLHBOBXHX-WOJGMQOQSA-N	CC(C)CO/C(/c1cccc(Cl)c1)=C/c1ccccc1	0	InChI=1S/C18H19ClO/c1-14(2)13-20-18(11-15-7-4-3-5-8-15)16-9-6-10-17(19)12-16/h3-12,14H,13H2,1-2H3/b18-11+	1	FLGJANLHBOBXHX-WOJGMQOQSA-N	1	
0	0	ffm`P@L@QsNQQIJJYIKIJFwfjfBBJf`@@	CCCCCC(=O)NC(=O)OCc1ccc(C(=O)CC)cc1	InChI=1S/C17H23NO4/c1-3-5-6-7-16(20)18-17(21)22-12-13-8-10-14(11-9-13)15(19)4-2/h8-11H,3-7,12H2,1-2H3,(H,18,20,21)	YWDHTZVJLJHVGP-UHFFFAOYSA-N	CCCCCC(NC(OCc(cc1)ccc1C(CC)=O)=O)=O	0	InChI=1S/C17H23NO4/c1-3-5-6-7-16(20)18-17(21)22-12-13-8-10-14(11-9-13)15(19)4-2/h8-11H,3-7,12H2,1-2H3,(H,18,20,21)	1	YWDHTZVJLJHVGP-UHFFFAOYSA-N	1	
1	1	fle``@J@EdTRbtLRTLaJV\tuL@EUDLP@	CC1=CC(=O)[C@H](C(=O)c2cccc(C(C)(C)C)c2)N1	InChI=1S/C16H19NO2/c1-10-8-13(18)14(17-10)15(19)11-6-5-7-12(9-11)16(2,3)4/h5-9,14,17H,1-4H3/t14-/m1/s1	HMIKYXGRCNDVPS-CQSZACIVSA-N	CC(C)(C)c1cccc(C([C@@H]2NC(C)=CC2=O)=O)c1	0	InChI=1S/C16H19NO2/c1-10-8-13(18)14(17-10)15(19)11-6-5-7-12(9-11)16(2,3)4/h5-9,14,17H,1-4H3/t14-/m1/s1	1	HMIKYXGRCNDVPS-CQSZACIVSA-N	1	
1	2	ffcpR@BZ|jIZ`dLbbbRfbQVTrcARuYt@@DTuLpTKRDX	O=C(O)/C=C(\O)N[C@@H]1C=Cc2ccc(F)c3nc(O)nc1c23	InChI=1S/C14H10FN3O4/c15-7-3-1-6-2-4-8(16-9(19)5-10(20)21)13-11(6)12(7)17-14(22)18-13/h1-5,8,16,19H,(H,20,21)(H,17,18,22)/b9-5-/t8-/m1/s1	JMWLSBRDKZTGKB-CPJBWDMUSA-N	OC(/C=C(/N[C@H](C=Cc1ccc2F)c3c1c2nc(O)n3)\O)=O	0	InChI=1S/C14H10FN3O4/c15-7-3-1-6-2-4-8(16-9(19)5-10(20)21)13-11(6)12(7)17-14(22)18-13/h1-5,8,16,19H,(H,20,21)(H,17,18,22)/b9-5-/t8-/m1/s1	1	JMWLSBRDKZTGKB-CPJBWDMUSA-N	1	
0	0	elQ\LH@KOHUm`PHcHdhhhhdeGDhhdbmhhaMC@kGBfiehTZ`@`IbjVfjZdJh@@	Cc1occ2c1cc(C)n2-c1c(CCOc2cc[nH]c2O)ccc2c(CCCl)c3cc[nH]c3cc12	InChI=1S/C28H26ClN3O3/c1-16-13-22-17(2)35-15-25(22)32(16)27-18(8-12-34-26-7-11-31-28(26)33)3-4-19-20(5-9-29)21-6-10-30-24(21)14-23(19)27/h3-4,6-7,10-11,13-15,30-31,33H,5,8-9,12H2,1-2H3	PXEMKSKOCQPNEC-UHFFFAOYSA-N	Cc1cc2c(C)[o]cc2[n]1-c1c(cc2[nH]ccc2c2CCCl)c2ccc1CCOc(cc[nH]1)c1O	0	InChI=1S/C28H26ClN3O3/c1-16-13-22-17(2)35-15-25(22)32(16)27-18(8-12-34-26-7-11-31-28(26)33)3-4-19-20(5-9-29)21-6-10-30-24(21)14-23(19)27/h3-4,6-7,10-11,13-15,30-31,33H,5,8-9,12H2,1-2H3	1	PXEMKSKOCQPNEC-UHFFFAOYSA-N	1	
0	1	ff}@b@BuADYEEDddddUHcF\MZ@`jZjjXPPT`	CC(C)(C/C=C\Cc1cc2c(cc1Cl)CC=CC2)CC(=O)O	InChI=1S/C19H23ClO2/c1-19(2,13-18(21)22)10-6-5-9-16-11-14-7-3-4-8-15(14)12-17(16)20/h3-6,11-12H,7-10,13H2,1-2H3,(H,21,22)/b6-5-	PVDMVQGACXWVAR-WAYWQWQTSA-N	CC(C)(C/C=C\Cc(cc(CC=CC1)c1c1)c1Cl)CC(O)=O	0	InChI=1S/C19H23ClO2/c1-19(2,13-18(21)22)10-6-5-9-16-11-14-7-3-4-8-15(14)12-17(16)20/h3-6,11-12H,7-10,13H2,1-2H3,(H,21,22)/b6-5-	1	PVDMVQGACXWVAR-WAYWQWQTSA-N	1	
1	1	e`\TF@@Ck`DOEmgdfyeeUVUV^YQMGHicgof``XjjbaabdB`lP@	COc1cc(C2=C[C@@H](c3ccoc3)c3c(ccnc3N)C2)c(C(=O)O)cc1CCC(=O)O	InChI=1S/C24H22N2O6/c1-31-20-11-17(19(24(29)30)9-13(20)2-3-21(27)28)16-8-14-4-6-26-23(25)22(14)18(10-16)15-5-7-32-12-15/h4-7,9-12,18H,2-3,8H2,1H3,(H2,25,26)(H,27,28)(H,29,30)/t18-/m0/s1	UXVUHUADTAKRTG-SFHVURJKSA-N	COc(c(CCC(O)=O)c1)cc(C(C2)=C[C@@H](c3c[o]cc3)c3c2ccnc3N)c1C(O)=O	0	InChI=1S/C24H22N2O6/c1-31-20-11-17(19(24(29)30)9-13(20)2-3-21(27)28)16-8-14-4-6-26-23(25)22(14)18(10-16)15-5-7-32-12-15/h4-7,9-12,18H,2-3,8H2,1H3,(H2,25,26)(H,27,28)(H,29,30)/t18-/m0/s1	1	UXVUHUADTAKRTG-SFHVURJKSA-N	1	
0	0	fakAR@MQjwhHcHhdhYEBdeEBiQegIs@AUSPPTp@@@	CC(C)(c1cccc(Cl)c1)c1cc2c(C(=O)O)c(O)cc(O)c2o1	InChI=1S/C18H15ClO5/c1-18(2,9-4-3-5-10(19)6-9)14-7-11-15(17(22)23)12(20)8-13(21)16(11)24-14/h3-8,20-21H,1-2H3,(H,22,23)	OKRPQUNFJNEOMX-UHFFFAOYSA-N	CC(C)(c1cc(c(C(O)=O)c(cc2O)O)c2[o]1)c1cccc(Cl)c1	0	InChI=1S/C18H15ClO5/c1-18(2,9-4-3-5-10(19)6-9)14-7-11-15(17(22)23)12(20)8-13(21)16(11)24-14/h3-8,20-21H,1-2H3,(H,22,23)	1	OKRPQUNFJNEOMX-UHFFFAOYSA-N	1	
0	0	fjma`@C@QGHiddeHhUDeg^rUjjjijjf@@	CC(C)(CCCCCC(=O)O)c1[nH]c(O)c2c1CCCC2	InChI=1S/C17H27NO3/c1-17(2,11-7-3-4-10-14(19)20)15-12-8-5-6-9-13(12)16(21)18-15/h18,21H,3-11H2,1-2H3,(H,19,20)	XZBZCFBJOXXCNU-UHFFFAOYSA-N	CC(C)(CCCCCC(O)=O)c([nH]1)c(CCCC2)c2c1O	0	InChI=1S/C17H27NO3/c1-17(2,11-7-3-4-10-14(19)20)15-12-8-5-6-9-13(12)16(21)18-15/h18,21H,3-11H2,1-2H3,(H,19,20)	1	XZBZCFBJOXXCNU-UHFFFAOYSA-N	1	
1	1	ek`XL@@N`DBlbfTTtTTTRvRjbbtl|rRjVNZj@B@jJjfPZ@b@@	Cc1cccn1CC1=CCc2cc3cccc(CO)c3c([C@@H](C)CC(=O)O)c2C1	InChI=1S/C25H27NO3/c1-16(11-23(28)29)24-22-12-18(14-26-10-4-5-17(26)2)8-9-19(22)13-20-6-3-7-21(15-27)25(20)24/h3-8,10,13,16,27H,9,11-12,14-15H2,1-2H3,(H,28,29)/t16-/m0/s1	AFXGETQPROUCJL-INIZCTEOSA-N	C[C@@H](CC(O)=O)c1c(CC(C[n]2c(C)ccc2)=CC2)c2cc2cccc(CO)c12	0	InChI=1S/C25H27NO3/c1-16(11-23(28)29)24-22-12-18(14-26-10-4-5-17(26)2)8-9-19(22)13-20-6-3-7-21(15-27)25(20)24/h3-8,10,13,16,27H,9,11-12,14-15H2,1-2H3,(H,28,29)/t16-/m0/s1	1	AFXGETQPROUCJL-INIZCTEOSA-N	1	
0	0	fmwpJ@JJKAFAMzNX@cIIKDhideDhdilYZ|dmUhBHHJJVjB@@	COCc1cc2[nH]c(O)cc2c2c(O)c(S(=O)(=O)O)nc(NCC(=O)O)c12	InChI=1S/C15H15N3O8S/c1-26-5-6-2-8-7(3-9(19)17-8)12-11(6)14(16-4-10(20)21)18-15(13(12)22)27(23,24)25/h2-3,17,19,22H,4-5H2,1H3,(H,16,18)(H,20,21)(H,23,24,25)	KUTCAWCFUCAFMK-UHFFFAOYSA-N	COCc(cc1[nH]c(O)cc1c12)c1c(NCC(O)=O)nc(S(O)(=O)=O)c2O	0	InChI=1S/C15H15N3O8S/c1-26-5-6-2-8-7(3-9(19)17-8)12-11(6)14(16-4-10(20)21)18-15(13(12)22)27(23,24)25/h2-3,17,19,22H,4-5H2,1H3,(H,16,18)(H,20,21)(H,23,24,25)	1	KUTCAWCFUCAFMK-UHFFFAOYSA-N	1	
0	0	fjm`P@F@QEJSZkLl~jYw`mUP@@ET@@@	COc1cc2cccc(NCCCC(=O)O)c2cc1OC	InChI=1S/C16H19NO4/c1-20-14-9-11-5-3-6-13(12(11)10-15(14)21-2)17-8-4-7-16(18)19/h3,5-6,9-10,17H,4,7-8H2,1-2H3,(H,18,19)	YPENKMIMHYQLOO-UHFFFAOYSA-N	COc(cc(cccc1NCCCC(O)=O)c1c1)c1OC	0	InChI=1S/C16H19NO4/c1-20-14-9-11-5-3-6-13(12(11)10-15(14)21-2)17-8-4-7-16(18)19/h3,5-6,9-10,17H,4,7-8H2,1-2H3,(H,18,19)	1	YPENKMIMHYQLOO-UHFFFAOYSA-N	1	
2	3	eg`RN@@FNEO@DJIGAclbfTrTrbbaRbRfVw`VQTrsTtuMP@UUUQHUQZP\H	CO[C@H]1Cc2c(C)cc3c(N/C(O)=N/NC(=O)CC(=O)O)c(O)[nH]c3c2[C@@H](OC)C1	InChI=1S/C19H24N4O7/c1-8-4-11-16(15-10(8)5-9(29-2)6-12(15)30-3)20-18(27)17(11)21-19(28)23-22-13(24)7-14(25)26/h4,9,12,20,27H,5-7H2,1-3H3,(H,22,24)(H,25,26)(H2,21,23,28)/t9-,12-/m0/s1	BZHBFNWJANFMJW-CABZTGNLSA-N	Cc(c(C[C@@H](C1)OC)c2[C@H]1OC)cc1c2[nH]c(O)c1N/C(/O)=N/NC(CC(O)=O)=O	0	InChI=1S/C19H24N4O7/c1-8-4-11-16(15-10(8)5-9(29-2)6-12(15)30-3)20-18(27)17(11)21-19(28)23-22-13(24)7-14(25)26/h4,9,12,20,27H,5-7H2,1-3H3,(H,22,24)(H,25,26)(H2,21,23,28)/t9-,12-/m0/s1	1	BZHBFNWJANFMJW-CABZTGNLSA-N	1	
0	1	elZPI@@@DNKO@hdd\bbTTRrTTTRZTTRTRrrJNA~aZfZjefj`@B@T@HBH	O=Cc1ccccc1-c1cc(C/C(=C\CC(=O)O)C(=O)OC(=O)CC(=O)O)oc1-c1ccccc1	InChI=1S/C26H20O9/c27-15-18-8-4-5-9-20(18)21-13-19(34-25(21)16-6-2-1-3-7-16)12-17(10-11-22(28)29)26(33)35-24(32)14-23(30)31/h1-10,13,15H,11-12,14H2,(H,28,29)(H,30,31)/b17-10+	GXVVOBNQOWJHTD-LICLKQGHSA-N	OC(C/C=C(\Cc1cc(-c2c(C=O)cccc2)c(-c2ccccc2)[o]1)/C(OC(CC(O)=O)=O)=O)=O	0	InChI=1S/C26H20O9/c27-15-18-8-4-5-9-20(18)21-13-19(34-25(21)16-6-2-1-3-7-16)12-17(10-11-22(28)29)26(33)35-24(32)14-23(30)31/h1-10,13,15H,11-12,14H2,(H,28,29)(H,30,31)/b17-10+	1	GXVVOBNQOWJHTD-LICLKQGHSA-N	1	
3	3	fnsAP@@HtznQSQQJJYQZVYBd[uVm@PUUUMHvNIRm@@	CO[C@@H]1C=C[C@@H](O)c2c([C@H](C)c3ccoc3)ccc(C(=O)O)c21	InChI=1S/C18H18O5/c1-10(11-7-8-23-9-11)12-3-4-13(18(20)21)17-15(22-2)6-5-14(19)16(12)17/h3-10,14-15,19H,1-2H3,(H,20,21)/t10-,14-,15-/m1/s1	VXMJZJMKSUAMTO-VCTAVGKDSA-N	C[C@H](c1c[o]cc1)c(cc1)c([C@@H](C=C[C@H]2OC)O)c2c1C(O)=O	0	InChI=1S/C18H18O5/c1-10(11-7-8-23-9-11)12-3-4-13(18(20)21)17-15(22-2)6-5-14(19)16(12)17/h3-10,14-15,19H,1-2H3,(H,20,21)/t10-,14-,15-/m1/s1	1	VXMJZJMKSUAMTO-VCTAVGKDSA-N	1	
0	0	fle@`@@HR[YVU{TThiZ`@jjjH@@	CCc1cc(CC(=O)O)cc(C)c1C1CCCCC1	InChI=1S/C17H24O2/c1-3-14-10-13(11-16(18)19)9-12(2)17(14)15-7-5-4-6-8-15/h9-10,15H,3-8,11H2,1-2H3,(H,18,19)	GXGVZBCIMJUOOO-UHFFFAOYSA-N	CCc1c(C2CCCCC2)c(C)cc(CC(O)=O)c1	0	InChI=1S/C17H24O2/c1-3-14-10-13(11-16(18)19)9-12(2)17(14)15-7-5-4-6-8-15/h9-10,15H,3-8,11H2,1-2H3,(H,18,19)	1	GXGVZBCIMJUOOO-UHFFFAOYSA-N	1	
0	0	eodTN@@NA@KJemcklbbbTTRtUbRTTVafXDTL|BJzZAHH`BAbfZ`@@@	COC(=O)C(=O)c1c2cnc3[nH]c(C)cc(=O)c3c2c(O)c2cc(C(=O)O)cc(C)c12	InChI=1S/C22H16N2O7/c1-8-4-10(21(28)29)6-11-14(8)15(19(27)22(30)31-3)12-7-23-20-17(16(12)18(11)26)13(25)5-9(2)24-20/h4-7,26H,1-3H3,(H,28,29)(H,23,24,25)	NKSOJGFXLMWNLS-UHFFFAOYSA-N	Cc(cc(cc12)C(O)=O)c1c(C(C(OC)=O)=O)c(cnc(NC(C)=C1)c3C1=O)c3c2O	0	InChI=1S/C22H16N2O7/c1-8-4-10(21(28)29)6-11-14(8)15(19(27)22(30)31-3)12-7-23-20-17(16(12)18(11)26)13(25)5-9(2)24-20/h4-7,26H,1-3H3,(H,28,29)(H,23,24,25)	1	NKSOJGFXLMWNLS-UHFFFAOYSA-N	1	
1	2	fn}@p@@HD{qTfVVWV}^uFZ`XHfjjbFYAd@	CCCc1ccc(O)c(C(=O)O/C=C/C(=O)OC[C@@H](O)CC)c1	InChI=1S/C17H22O6/c1-3-5-12-6-7-15(19)14(10-12)17(21)22-9-8-16(20)23-11-13(18)4-2/h6-10,13,18-19H,3-5,11H2,1-2H3/b9-8+/t13-/m0/s1	MQDICZWXIXSAAU-XEHSLEBBSA-N	CCCc(cc1)cc(C(O/C=C/C(OC[C@H](CC)O)=O)=O)c1O	0	InChI=1S/C17H22O6/c1-3-5-12-6-7-15(19)14(10-12)17(21)22-9-8-16(20)23-11-13(18)4-2/h6-10,13,18-19H,3-5,11H2,1-2H3/b9-8+/t13-/m0/s1	1	MQDICZWXIXSAAU-XEHSLEBBSA-N	1	
1	3	ehTRN@@DJCC`NIDlg`\bbTTRfbTVbVjVRRfbjFfZfZBhah@IihHAD`QKH	CCO/N=C(/C(=O)NC(=O)[C@H](N)C(=O)O)c1cc2ccc(/C=C\NC(=O)CO)cc2cc1C	InChI=1S/C22H24N4O7/c1-3-33-26-19(21(30)25-20(29)18(23)22(31)32)16-10-14-5-4-13(6-7-24-17(28)11-27)9-15(14)8-12(16)2/h4-10,18,27H,3,11,23H2,1-2H3,(H,24,28)(H,31,32)(H,25,29,30)/b7-6-,26-19+/t18-/m0/s1	SIMUDXGWMIXKME-ANERIJISSA-N	CCO/N=C(/C(NC([C@@H](C(O)=O)N)=O)=O)\c1cc2ccc(/C=C\NC(CO)=O)cc2cc1C	0	InChI=1S/C22H24N4O7/c1-3-33-26-19(21(30)25-20(29)18(23)22(31)32)16-10-14-5-4-13(6-7-24-17(28)11-27)9-15(14)8-12(16)2/h4-10,18,27H,3,11,23H2,1-2H3,(H,24,28)(H,31,32)(H,25,29,30)/b7-6-,26-19+/t18-/m0/s1	1	SIMUDXGWMIXKME-ANERIJISSA-N	1	
1	1	fewa`@A`mOIEDhdhbhmCDhdIQoU[t]ADQUTAATIPu@@	CCCOc1ccc(O)c2c1CC(C)=C[C@@H]2c1cc(O)cc2c1CNC2	InChI=1S/C22H25NO3/c1-3-6-26-21-5-4-20(25)22-17(7-13(2)8-18(21)22)16-10-15(24)9-14-11-23-12-19(14)16/h4-5,7,9-10,17,23-25H,3,6,8,11-12H2,1-2H3/t17-/m1/s1	MDMMLFKGYWWCOV-QGZVFWFLSA-N	CCCOc(cc1)c(CC(C)=C[C@@H]2c3c(CNC4)c4cc(O)c3)c2c1O	0	InChI=1S/C22H25NO3/c1-3-6-26-21-5-4-20(25)22-17(7-13(2)8-18(21)22)16-10-15(24)9-14-11-23-12-19(14)16/h4-5,7,9-10,17,23-25H,3,6,8,11-12H2,1-2H3/t17-/m1/s1	1	MDMMLFKGYWWCOV-QGZVFWFLSA-N	1	
0	0	fj}Q@@EQAdTTRbrtRRJSNRuxL@@DUKTa@@@	C=CCNCc1ccc2c(O)ccc(-n3cccc3)c2c1	InChI=1S/C18H18N2O/c1-2-9-19-13-14-5-6-15-16(12-14)17(7-8-18(15)21)20-10-3-4-11-20/h2-8,10-12,19,21H,1,9,13H2	HGTKOHVURKTZRB-UHFFFAOYSA-N	C=CCNCc(cc12)ccc1c(O)ccc2-[n]1cccc1	0	InChI=1S/C18H18N2O/c1-2-9-19-13-14-5-6-15-16(12-14)17(7-8-18(15)21)20-10-3-4-11-20/h2-8,10-12,19,21H,1,9,13H2	1	HGTKOHVURKTZRB-UHFFFAOYSA-N	1	
2	2	fmg@P@@HYuIm[fYeW]mCeMVjZ`@`BJjAGHU@@	CCc1cc(C)c([C@H](C(=O)CCC(=O)O)c2ccccc2)cc1[C@@H](C)OC	InChI=1S/C23H28O4/c1-5-17-13-15(2)19(14-20(17)16(3)27-4)23(18-9-7-6-8-10-18)21(24)11-12-22(25)26/h6-10,13-14,16,23H,5,11-12H2,1-4H3,(H,25,26)/t16-,23-/m1/s1	IFMFTSSAURYDLO-WAIKUNEKSA-N	CCc1cc(C)c([C@H](C(CCC(O)=O)=O)c2ccccc2)cc1[C@@H](C)OC	0	InChI=1S/C23H28O4/c1-5-17-13-15(2)19(14-20(17)16(3)27-4)23(18-9-7-6-8-10-18)21(24)11-12-22(25)26/h6-10,13-14,16,23H,5,11-12H2,1-4H3,(H,25,26)/t16-,23-/m1/s1	1	IFMFTSSAURYDLO-WAIKUNEKSA-N	1	
