tetra	ez	Structure of rdSMILES [idcode]	rdSMILES	rdInChI	rdInChIKey	dwSmiles	diff_rd_dw_SMILES	dwInChI	diff_rd_dw_inchi	dwInChI-Key	diff_rd_dw_inchikey	
0	1	e`TXJH@BKLfnc`ICHhhheCEeDddXbhddpiIixe@A@AAQTuMU@@PSH	CCC/C(=C/OC)CCCOc1c2ccc(C)c(F)c2nc2c(CC(=O)O)c(O)ccc12	InChI=1S/C25H28FNO5/c1-4-6-16(14-31-3)7-5-12-32-25-17-10-11-20(28)19(13-21(29)30)23(17)27-24-18(25)9-8-15(2)22(24)26/h8-11,14,28H,4-7,12-13H2,1-3H3,(H,29,30)/b16-14-	LVIQLXVFSOWKKM-PEZBUJJGSA-N	CCC/C(/CCCOc1c(ccc(C)c2F)c2nc2c(CC(O)=O)c(O)ccc12)=C/OC	0	InChI=1S/C25H28FNO5/c1-4-6-16(14-31-3)7-5-12-32-25-17-10-11-20(28)19(13-21(29)30)23(17)27-24-18(25)9-8-15(2)22(24)26/h8-11,14,28H,4-7,12-13H2,1-3H3,(H,29,30)	0	LVIQLXVFSOWKKM-UHFFFAOYSA-N	0	
0	0	fmwQR@CKEKhy`bDfUvueUYfzcOAJv@BZ`@BHY`@@@	NC(=O)c1ccc(C(=O)O)c2cc(COC(=O)c3ccc(Cl)cc3)ncc12	InChI=1S/C19H13ClN2O5/c20-11-3-1-10(2-4-11)19(26)27-9-12-7-15-14(18(24)25)6-5-13(17(21)23)16(15)8-22-12/h1-8H,9H2,(H2,21,23)(H,24,25)	BREFLRBJKCKQAJ-UHFFFAOYSA-N	NC(c(cc1)c(cnc(COC(c(cc2)ccc2Cl)=O)c2)c2c1C(O)=O)=O	0	InChI=1S/C19H13ClN2O5/c20-11-3-1-10(2-4-11)19(26)27-9-12-7-15-14(18(24)25)6-5-13(17(21)23)16(15)8-22-12/h1-8H,9H2,(H2,21,23)(H,24,25)	1	BREFLRBJKCKQAJ-UHFFFAOYSA-N	1	
0	0	fcwpI@LI[A@k^ctX@bhQddaTtTrfvfbbbVtZZujBHFijeja@@	CNS(=O)(=O)c1c(O)cc(O)cc1C(=O)CC(=O)N(C(=O)OC)c1nccs1	InChI=1S/C15H15N3O8S2/c1-16-28(24,25)13-9(5-8(19)6-11(13)21)10(20)7-12(22)18(15(23)26-2)14-17-3-4-27-14/h3-6,16,19,21H,7H2,1-2H3	OLOVIQNWVFRKDY-UHFFFAOYSA-N	CNS(c(c(C(CC(N(C(OC)=O)c1ncc[s]1)=O)=O)cc(O)c1)c1O)(=O)=O	0	InChI=1S/C15H15N3O8S2/c1-16-28(24,25)13-9(5-8(19)6-11(13)21)10(20)7-12(22)18(15(23)26-2)14-17-3-4-27-14/h3-6,16,19,21H,7H2,1-2H3	1	OLOVIQNWVFRKDY-UHFFFAOYSA-N	1	
0	1	fcw`q@Mdlzhy`bFRFQQQQJEJJHqJIKWdb}`bHjXHbRk@DJp	N#C/C=C(\O)Cc1cc(F)c(Cl)c(OCc2cc(O)ccc2CO)c1C(=O)O	InChI=1S/C19H15ClFNO6/c20-17-15(21)7-11(5-14(25)3-4-22)16(19(26)27)18(17)28-9-12-6-13(24)2-1-10(12)8-23/h1-3,6-7,23-25H,5,8-9H2,(H,26,27)/b14-3-	UTWCNJSOFQQNSL-BNNQUZSASA-N	N#C/C=C(/Cc(cc1F)c(C(O)=O)c(OCc2c(CO)ccc(O)c2)c1Cl)\O	0	InChI=1S/C19H15ClFNO6/c20-17-15(21)7-11(5-14(25)3-4-22)16(19(26)27)18(17)28-9-12-6-13(24)2-1-10(12)8-23/h1-3,6-7,23-25H,5,8-9H2,(H,26,27)	0	UTWCNJSOFQQNSL-UHFFFAOYSA-N	0	
2	3	ffc`R@BZbVhHcHhhdideMCBhpWIVCAAEUUSLJaRMHQP	C[C@H]1C=C[C@H](/C(O)=C\C(=O)O)c2c1[nH]c1c(Cl)ccc(O)c21	InChI=1S/C16H14ClNO4/c1-7-2-3-8(11(20)6-12(21)22)13-14-10(19)5-4-9(17)16(14)18-15(7)13/h2-8,18-20H,1H3,(H,21,22)/b11-6+/t7-,8+/m0/s1	PXHPKXQUJXXYCU-ZNBCIKKPSA-N	C[C@@H](C=C[C@@H]1/C(/O)=C\C(O)=O)c([nH]c2c(cc3)Cl)c1c2c3O	0	InChI=1S/C16H14ClNO4/c1-7-2-3-8(11(20)6-12(21)22)13-14-10(19)5-4-9(17)16(14)18-15(7)13/h2-8,18-20H,1H3,(H,21,22)/b11-6+/t7-,8+/m0/s1	1	PXHPKXQUJXXYCU-ZNBCIKKPSA-N	1	
5	5	fegp`@KYJAfRJIQQYIHjZIHjVcVjvjjjfj@`jhiBXaEIZP@	CCCCCO[C@H]1[C@@H](O)C[C@@H](c2cccnc2NCCC)[C@@H]2NC=C[C@H]21	InChI=1S/C21H33N3O2/c1-3-5-6-13-26-20-16-9-12-22-19(16)17(14-18(20)25)15-8-7-11-24-21(15)23-10-4-2/h7-9,11-12,16-20,22,25H,3-6,10,13-14H2,1-2H3,(H,23,24)/t16-,17+,18+,19-,20-/m1/s1	LPRUGQQAFRPSDE-LCWAXJCOSA-N	CCCCCO[C@H]([C@@H]1C=CN[C@H]1[C@@H](C1)c2c(NCCC)nccc2)[C@H]1O	0	InChI=1S/C21H33N3O2/c1-3-5-6-13-26-20-16-9-12-22-19(16)17(14-18(20)25)15-8-7-11-24-21(15)23-10-4-2/h7-9,11-12,16-20,22,25H,3-6,10,13-14H2,1-2H3,(H,23,24)/t16-,17-,18+,19+,20-/m1/s1	0	LPRUGQQAFRPSDE-SWBPCFCJSA-N	0	
2	2	fb}@`@@YRfUyUg]qS`c^bf`PBBaj`dJTT@	O[C@H]1CC=C[C@@H](c2cc3occc3c3ccccc23)C1	InChI=1S/C18H16O2/c19-13-5-3-4-12(10-13)17-11-18-16(8-9-20-18)14-6-1-2-7-15(14)17/h1-4,6-9,11-13,19H,5,10H2/t12-,13+/m1/s1	SNGUVCZYWPUZAY-OLZOCXBDSA-N	O[C@H](C1)CC=C[C@H]1c1cc([o]cc2)c2c2ccccc12	0	InChI=1S/C18H16O2/c19-13-5-3-4-12(10-13)17-11-18-16(8-9-20-18)14-6-1-2-7-15(14)17/h1-4,6-9,11-13,19H,5,10H2/t12-,13-/m1/s1	0	SNGUVCZYWPUZAY-CHWSQXEVSA-N	0	
4	4	edXVE@@BNOLnm`DFIG@bieklbfffTrbbfrbtVaTrSUMMTuTuTtuQFBtUdj`@	CCCCC(=O)NC(=O)[C@H](N)C(=O)NC(=O)[C@@H](CC(=O)NC(=O)[C@@H](N)C(=O)O)[C@@H](O)CNCO	InChI=1S/C18H30N6O10/c1-2-3-4-10(27)22-15(30)12(19)16(31)24-14(29)8(9(26)6-21-7-25)5-11(28)23-17(32)13(20)18(33)34/h8-9,12-13,21,25-26H,2-7,19-20H2,1H3,(H,33,34)(H,22,27,30)(H,23,28,32)(H,24,29,31)/t8-,9-,12-,13+/m0/s1	QHVYNKNJZPHDHI-WTTBSCSTSA-N	CCCCC(NC([C@@H](C(NC([C@@H](CC(NC([C@H](C(O)=O)N)=O)=O)[C@H](CNCO)O)=O)=O)N)=O)=O	0	InChI=1S/C18H30N6O10/c1-2-3-4-10(27)22-15(30)12(19)16(31)24-14(29)8(9(26)6-21-7-25)5-11(28)23-17(32)13(20)18(33)34/h8-9,12-13,21,25-26H,2-7,19-20H2,1H3,(H,33,34)(H,22,27,30)(H,23,28,32)(H,24,29,31)/t8-,9-,12-,13+/m0/s1	1	QHVYNKNJZPHDHI-WTTBSCSTSA-N	1	
0	1	eh\TB@@EI`KDglbbrTRTtRRTrbraRf|bFVn~ZjZP`bB`pBH@BAb@	COc1ccc(Oc2ccc3c(OC)cccc3c2C#N)c(/C=C(\C=N)CCCC(C)=O)c1	InChI=1S/C27H26N2O4/c1-18(30)6-4-7-19(16-28)14-20-15-21(31-2)10-12-25(20)33-27-13-11-23-22(24(27)17-29)8-5-9-26(23)32-3/h5,8-16,28H,4,6-7H2,1-3H3/b19-14-,28-16?	NFTNUEFESBNCKJ-KYHCVAFGSA-N	CC(CCC/C(/C=N)=C/c(cc(cc1)OC)c1Oc(ccc(c1ccc2)c2OC)c1C#N)=O	0	InChI=1S/C27H26N2O4/c1-18(30)6-4-7-19(16-28)14-20-15-21(31-2)10-12-25(20)33-27-13-11-23-22(24(27)17-29)8-5-9-26(23)32-3/h5,8-16,28H,4,6-7H2,1-3H3	0	NFTNUEFESBNCKJ-UHFFFAOYSA-N	0	
1	1	faspp@DT\Cg`u[dTRbbVTRbRJTTYIVjVjBXHfbBh@	CC(=O)N[C@H]1C=C(C(=O)NC(=O)CC(=O)O)Nc2cc(O)ccc21	InChI=1S/C15H15N3O6/c1-7(19)16-11-5-12(15(24)18-13(21)6-14(22)23)17-10-4-8(20)2-3-9(10)11/h2-5,11,17,20H,6H2,1H3,(H,16,19)(H,22,23)(H,18,21,24)/t11-/m0/s1	SKKGJWTUCDJXRF-NSHDSACASA-N	CC(N[C@@H]1c(ccc(O)c2)c2NC(C(NC(CC(O)=O)=O)=O)=C1)=O	0	InChI=1S/C15H15N3O6/c1-7(19)16-11-5-12(15(24)18-13(21)6-14(22)23)17-10-4-8(20)2-3-9(10)11/h2-5,11,17,20H,6H2,1H3,(H,16,19)(H,22,23)(H,18,21,24)/t11-/m1/s1	0	SKKGJWTUCDJXRF-LLVKDONJSA-N	0	
2	2	fns@P@@HXWHihhdhXeEbiaZ\FJVfjjAHJjaGIf@@	CC[C@H](O)c1ccc2c(c1)CC=C1CCC(C(=O)O)=C(OC)[C@H]12	InChI=1S/C19H22O4/c1-3-16(20)13-7-8-14-12(10-13)5-4-11-6-9-15(19(21)22)18(23-2)17(11)14/h4,7-8,10,16-17,20H,3,5-6,9H2,1-2H3,(H,21,22)/t16-,17+/m0/s1	SKAYDWUYVOZDIX-DLBZAZTESA-N	CC[C@@H](c1cc(CC=C(CC2)[C@H]3C(OC)=C2C(O)=O)c3cc1)O	0	InChI=1S/C19H22O4/c1-3-16(20)13-7-8-14-12(10-13)5-4-11-6-9-15(19(21)22)18(23-2)17(11)14/h4,7-8,10,16-17,20H,3,5-6,9H2,1-2H3,(H,21,22)/t16-,17+/m0/s1	1	SKAYDWUYVOZDIX-DLBZAZTESA-N	1	
0	0	fkoQP@DXArViyEEDhhijeDdeEhbWnsmULsUAAAP@@@@	CCCCCC(=O)N(C(C)=O)C(=O)NC(=O)Cc1cc(C)c2cccc(O)c2c1	InChI=1S/C22H26N2O5/c1-4-5-6-10-21(28)24(15(3)25)22(29)23-20(27)13-16-11-14(2)17-8-7-9-19(26)18(17)12-16/h7-9,11-12,26H,4-6,10,13H2,1-3H3,(H,23,27,29)	AFKVZEKDTKFRHK-UHFFFAOYSA-N	CCCCCC(N(C(C)=O)C(NC(Cc(cc(C)c1ccc2)cc1c2O)=O)=O)=O	0	InChI=1S/C22H26N2O5/c1-4-5-6-10-21(28)24(15(3)25)22(29)23-20(27)13-16-11-14(2)17-8-7-9-19(26)18(17)12-16/h7-9,11-12,26H,4-6,10,13H2,1-3H3,(H,23,27,29)	1	AFKVZEKDTKFRHK-UHFFFAOYSA-N	1	
0	0	fjcq`BHIrACHRcdfyfuuUTRcVCGIV``@@@i@`@@	O=[N+]([O-])c1c(O)ccc2cc3cc4[nH]cnc4cc3cc12	InChI=1S/C15H9N3O3/c19-14-2-1-8-3-9-5-12-13(17-7-16-12)6-10(9)4-11(8)15(14)18(20)21/h1-7,19H,(H,16,17)	PTVYWVQWQLHYCM-UHFFFAOYSA-N	[O-][N+](c(c(c(cc1)cc2c3)cc2cc2c3[nH]cn2)c1O)=O	0	InChI=1S/C15H9N3O3/c19-14-2-1-8-3-9-5-12-13(17-7-16-12)6-10(9)4-11(8)15(14)18(20)21/h1-7,19H,(H,16,17)	1	PTVYWVQWQLHYCM-UHFFFAOYSA-N	1	
2	2	fm@`@@UrJJIQSQFIIYZYIbiFlxNYkjjA`@JFji`dPbD@	OCc1c(C=C2CCCCC2)cc2c3c(cccc13)C=C1C=CC[C@@H](O)[C@@H]12	InChI=1S/C25H26O2/c26-15-22-19(12-16-6-2-1-3-7-16)14-21-24-17(8-4-10-20(22)24)13-18-9-5-11-23(27)25(18)21/h4-5,8-10,12-14,23,25-27H,1-3,6-7,11,15H2/t23-,25+/m1/s1	VHNASTSNKMPTID-NOZRDPDXSA-N	OCc(c1ccc2)c(C=C3CCCCC3)cc([C@@H]34)c1c2C=C3C=CC[C@H]4O	0	InChI=1S/C25H26O2/c26-15-22-19(12-16-6-2-1-3-7-16)14-21-24-17(8-4-10-20(22)24)13-18-9-5-11-23(27)25(18)21/h4-5,8-10,12-14,23,25-27H,1-3,6-7,11,15H2/t23-,25+/m1/s1	1	VHNASTSNKMPTID-NOZRDPDXSA-N	1	
3	4	elRTIH@KBeLieckghTPICHhdidhcHdeEEeDiYUJFIMH@@HjfjjffjXLCIEMiAx`	CN/C(O)=N/[C@@](CCC(=O)O)(C[C@H](C[C@@H](O)CC(=O)O)C(=O)O)c1cc(O)c2ccc(F)cc2c1	InChI=1S/C23H27FN2O9/c1-25-22(35)26-23(5-4-19(29)30,11-13(21(33)34)8-16(27)10-20(31)32)14-6-12-7-15(24)2-3-17(12)18(28)9-14/h2-3,6-7,9,13,16,27-28H,4-5,8,10-11H2,1H3,(H,29,30)(H,31,32)(H,33,34)(H2,25,26,35)/t13-,16+,23-/m0/s1	UOMCWMXZWMNNRK-LZDDTZTRSA-N	CN/C(/O)=N/[C@@](CCC(O)=O)(C[C@H](C[C@H](CC(O)=O)O)C(O)=O)c1cc(O)c(ccc(F)c2)c2c1	0	InChI=1S/C23H27FN2O9/c1-25-22(35)26-23(5-4-19(29)30,11-13(21(33)34)8-16(27)10-20(31)32)14-6-12-7-15(24)2-3-17(12)18(28)9-14/h2-3,6-7,9,13,16,27-28H,4-5,8,10-11H2,1H3,(H,29,30)(H,31,32)(H,33,34)(H2,25,26,35)/t13-,16+,23-/m0/s1	1	UOMCWMXZWMNNRK-LZDDTZTRSA-N	1	
2	3	eohPF@@@DMC@ldfyVV}YwYVuxdfVn^ZZjfjYj@BjaPXWD`bP	O=C(CO)OC(=O)[C@H]1C=C(C(=O)O)C[C@H](CC/C=C\Cc2ccc3c(c2)CC=CC3)C1	InChI=1S/C25H28O6/c26-16-23(27)31-25(30)22-14-18(13-21(15-22)24(28)29)7-3-1-2-6-17-10-11-19-8-4-5-9-20(19)12-17/h1-2,4-5,10-12,15,18,22,26H,3,6-9,13-14,16H2,(H,28,29)/b2-1-/t18-,22+/m0/s1	WZDDKQVFYIWGFT-JSUFYDSMSA-N	OCC(OC([C@H](C[C@@H](CC/C=C\Cc1cc(CC=CC2)c2cc1)C1)C=C1C(O)=O)=O)=O	0	InChI=1S/C25H28O6/c26-16-23(27)31-25(30)22-14-18(13-21(15-22)24(28)29)7-3-1-2-6-17-10-11-19-8-4-5-9-20(19)12-17/h1-2,4-5,10-12,15,18,22,26H,3,6-9,13-14,16H2,(H,28,29)/t18-,22-/m1/s1	0	WZDDKQVFYIWGFT-XMSQKQJNSA-N	0	
1	2	fac`H@A@Qir\m{dTtRTvfTtTQTyIh@bfZfibGeCT@	O=C(O)CC[C@@H](C(=O)O)C(=O)/C=C(\O)Nc1cccc(C(=O)O)c1	InChI=1S/C15H15NO8/c17-11(10(15(23)24)4-5-13(19)20)7-12(18)16-9-3-1-2-8(6-9)14(21)22/h1-3,6-7,10,16,18H,4-5H2,(H,19,20)(H,21,22)(H,23,24)/b12-7-/t10-/m1/s1	YBUWDZLGMXHGTE-VPMLRQHESA-N	OC(CC[C@H](C(/C=C(/Nc1cccc(C(O)=O)c1)\O)=O)C(O)=O)=O	0	InChI=1S/C15H15NO8/c17-11(10(15(23)24)4-5-13(19)20)7-12(18)16-9-3-1-2-8(6-9)14(21)22/h1-3,6-7,10,16,18H,4-5H2,(H,19,20)(H,21,22)(H,23,24)/t10-/m1/s1	0	YBUWDZLGMXHGTE-SNVBAGLBSA-N	0	
1	1	fig``@F`FdrmkZnsKMFRUYu^p@UUUPDQBdAP@	Nc1cccc(CC2=CCC3=CCc4cc(O)ccc4[C@@H]3C2)c1CO	InChI=1S/C22H23NO2/c23-22-3-1-2-16(21(22)13-24)10-14-4-5-15-6-7-17-12-18(25)8-9-19(17)20(15)11-14/h1-4,6,8-9,12,20,24-25H,5,7,10-11,13,23H2/t20-/m1/s1	GSIFVICOJQPZKX-HXUWFJFHSA-N	Nc1cccc(CC(C[C@@H]23)=CCC3=CCc3c2ccc(O)c3)c1CO	0	InChI=1S/C22H23NO2/c23-22-3-1-2-16(21(22)13-24)10-14-4-5-15-6-7-17-12-18(25)8-9-19(17)20(15)11-14/h1-4,6,8-9,12,20,24-25H,5,7,10-11,13,23H2/t20-/m1/s1	1	GSIFVICOJQPZKX-HXUWFJFHSA-N	1	
0	0	fns@P@@FmGIEMDhhddjidnBTzkZ@@Bhj@@@@@	COc1cc(O)c(O)c2ccc(CO)c(Cc3ccccc3)c12	InChI=1S/C19H18O4/c1-23-17-10-16(21)19(22)14-8-7-13(11-20)15(18(14)17)9-12-5-3-2-4-6-12/h2-8,10,20-22H,9,11H2,1H3	YJLGQCAQDOISEO-UHFFFAOYSA-N	COc(c1c(Cc2ccccc2)c(CO)ccc11)cc(O)c1O	0	InChI=1S/C19H18O4/c1-23-17-10-16(21)19(22)14-8-7-13(11-20)15(18(14)17)9-12-5-3-2-4-6-12/h2-8,10,20-22H,9,11H2,1H3	1	YJLGQCAQDOISEO-UHFFFAOYSA-N	1	
1	1	fbeaP@B@QIR\bfbRTTJTJSoMUTp@UQCD@@	COCCc1cccc(CN[C@@H](CC(=O)O)C(=O)O)c1	InChI=1S/C14H19NO5/c1-20-6-5-10-3-2-4-11(7-10)9-15-12(14(18)19)8-13(16)17/h2-4,7,12,15H,5-6,8-9H2,1H3,(H,16,17)(H,18,19)/t12-/m0/s1	IYORJNUJGWVYBO-LBPRGKRZSA-N	COCCc1cccc(CN[C@@H](CC(O)=O)C(O)=O)c1	0	InChI=1S/C14H19NO5/c1-20-6-5-10-3-2-4-11(7-10)9-15-12(14(18)19)8-13(16)17/h2-4,7,12,15H,5-6,8-9H2,1H3,(H,16,17)(H,18,19)/t12-/m0/s1	1	IYORJNUJGWVYBO-LBPRGKRZSA-N	1	
2	3	edZPE@@@DFMCBmckglbfbbtTTlRbRJbRbeTRVQWPpLKSUTpDEUUSSQJaqFd@@	C[C@@H](C(O)=C(CC(=O)O)C(=O)O)c1cc2c(c3c1COC3)[C@@H](C(=O)O)C(O)=C(c1ccco1)C2	InChI=1S/C24H22O10/c1-10(21(27)14(23(29)30)7-18(25)26)12-5-11-6-13(17-3-2-4-34-17)22(28)20(24(31)32)19(11)16-9-33-8-15(12)16/h2-5,10,20,27-28H,6-9H2,1H3,(H,25,26)(H,29,30)(H,31,32)/t10-,20-/m1/s1	UVQJIKYBWJSOOZ-CFMSYZGJSA-N	C[C@@H](C(O)=C(CC(O)=O)C(O)=O)c1c(COC2)c2c([C@@H](C(O)=O)C(O)=C(C2)c3ccc[o]3)c2c1	0	InChI=1S/C24H22O10/c1-10(21(27)14(23(29)30)7-18(25)26)12-5-11-6-13(17-3-2-4-34-17)22(28)20(24(31)32)19(11)16-9-33-8-15(12)16/h2-5,10,20,27-28H,6-9H2,1H3,(H,25,26)(H,29,30)(H,31,32)/t10-,20-/m1/s1	1	UVQJIKYBWJSOOZ-CFMSYZGJSA-N	1	
1	2	fas`p@D`QXk^iLmoJrjoqgQRuMPAEUTqPcHD`	C/C=C(\Cc1cc2c(c(OCCC(=O)O)c1)[C@H](O)NC2)C(=O)OC	InChI=1S/C17H21NO6/c1-3-11(17(22)23-2)6-10-7-12-9-18-16(21)15(12)13(8-10)24-5-4-14(19)20/h3,7-8,16,18,21H,4-6,9H2,1-2H3,(H,19,20)/b11-3+/t16-/m0/s1	PHDSKIDFAKQOEW-WPGNYUKHSA-N	C/C=C(\Cc1cc(OCCC(O)=O)c([C@@H](NC2)O)c2c1)/C(OC)=O	0	InChI=1S/C17H21NO6/c1-3-11(17(22)23-2)6-10-7-12-9-18-16(21)15(12)13(8-10)24-5-4-14(19)20/h3,7-8,16,18,21H,4-6,9H2,1-2H3,(H,19,20)/t16-/m1/s1	0	PHDSKIDFAKQOEW-MRXNPFEDSA-N	0	
1	2	fcwQb@BmEZXHaIfW^Vmmg]v\[v@`ijjBHJhHZTIP	C/C=C(/c1cc(C)c(Cl)cc1O)[C@](C)(OCC)c1cnc(O)nc1CCCC	InChI=1S/C22H29ClN2O3/c1-6-9-10-19-17(13-24-21(27)25-19)22(5,28-8-3)16(7-2)15-11-14(4)18(23)12-20(15)26/h7,11-13,26H,6,8-10H2,1-5H3,(H,24,25,27)/b16-7-/t22-/m0/s1	ZPCUYXMVTONIFO-RLKXXZLBSA-N	CCCCc1c([C@](C)(/C(/c(c(O)c2)cc(C)c2Cl)=C\C)OCC)cnc(O)n1	0	InChI=1S/C22H29ClN2O3/c1-6-9-10-19-17(13-24-21(27)25-19)22(5,28-8-3)16(7-2)15-11-14(4)18(23)12-20(15)26/h7,11-13,26H,6,8-10H2,1-5H3,(H,24,25,27)/t22-/m0/s1	0	ZPCUYXMVTONIFO-QFIPXVFZSA-N	0	
0	1	fgoqh@LAjACG^JwhswrJIJJYQJJJzJXiJVbuSADMERuTpBAX	O=C(O)CCO/N=C(\O)Cc1c(NC(=O)O)cccc1NC(=O)OC(=O)CC(=O)O	InChI=1S/C16H17N3O11/c20-11(19-29-5-4-12(21)22)6-8-9(17-15(26)27)2-1-3-10(8)18-16(28)30-14(25)7-13(23)24/h1-3,17H,4-7H2,(H,18,28)(H,19,20)(H,21,22)(H,23,24)(H,26,27)	XUAWXTWPYLVIHO-UHFFFAOYSA-N	O/C(/Cc(c(NC(O)=O)ccc1)c1NC(OC(CC(O)=O)=O)=O)=N\OCCC(O)=O	0	InChI=1S/C16H17N3O11/c20-11(19-29-5-4-12(21)22)6-8-9(17-15(26)27)2-1-3-10(8)18-16(28)30-14(25)7-13(23)24/h1-3,17H,4-7H2,(H,18,28)(H,19,20)(H,21,22)(H,23,24)(H,26,27)	1	XUAWXTWPYLVIHO-UHFFFAOYSA-N	1	
1	1	ff}`R@ED|VhHcHhhdhULeDThpRmPPQSUUSEBr@@	COc1c(Cl)ccc2[nH]c([C@@H](C)O)c(CCCCC(=O)O)c12	InChI=1S/C16H20ClNO4/c1-9(19)15-10(5-3-4-6-13(20)21)14-12(18-15)8-7-11(17)16(14)22-2/h7-9,18-19H,3-6H2,1-2H3,(H,20,21)/t9-/m1/s1	FENJFGQJTHECKY-SECBINFHSA-N	C[C@H](c1c(CCCCC(O)=O)c(c(OC)c(cc2)Cl)c2[nH]1)O	0	InChI=1S/C16H20ClNO4/c1-9(19)15-10(5-3-4-6-13(20)21)14-12(18-15)8-7-11(17)16(14)22-2/h7-9,18-19H,3-6H2,1-2H3,(H,20,21)/t9-/m1/s1	1	FENJFGQJTHECKY-SECBINFHSA-N	1	
0	0	fjm`P@L@PINQQIQQKKSIPzmGKU@pP@Q@@@	Cc1ccc(CC(=O)NC(=O)Oc2ccccc2)cc1O	InChI=1S/C16H15NO4/c1-11-7-8-12(9-14(11)18)10-15(19)17-16(20)21-13-5-3-2-4-6-13/h2-9,18H,10H2,1H3,(H,17,19,20)	CCQDYLAXHSGTFC-UHFFFAOYSA-N	Cc(ccc(CC(NC(Oc1ccccc1)=O)=O)c1)c1O	0	InChI=1S/C16H15NO4/c1-11-7-8-12(9-14(11)18)10-15(19)17-16(20)21-13-5-3-2-4-6-13/h2-9,18H,10H2,1H3,(H,17,19,20)	1	CCQDYLAXHSGTFC-UHFFFAOYSA-N	1	
0	0	fcwaJ@FdUENRu{LDQdTTTtTVdvbbb~fxHpXH@hJafZf`@@	CCC(=O)NC(=O)C(C(=O)O)(C(=O)O)c1cc2cc(O)cc(O)c2c(Cl)c1O	InChI=1S/C17H14ClNO9/c1-2-10(22)19-14(24)17(15(25)26,16(27)28)8-4-6-3-7(20)5-9(21)11(6)12(18)13(8)23/h3-5,20-21,23H,2H2,1H3,(H,25,26)(H,27,28)(H,19,22,24)	AWGLLYMQFVOIMD-UHFFFAOYSA-N	CCC(NC(C(C(O)=O)(C(O)=O)c1cc2cc(O)cc(O)c2c(Cl)c1O)=O)=O	0	InChI=1S/C17H14ClNO9/c1-2-10(22)19-14(24)17(15(25)26,16(27)28)8-4-6-3-7(20)5-9(21)11(6)12(18)13(8)23/h3-5,20-21,23H,2H2,1H3,(H,25,26)(H,27,28)(H,19,22,24)	1	AWGLLYMQFVOIMD-UHFFFAOYSA-N	1	
1	1	egdXD@@E@KlbbRbRbRbJLTRbtuCAec`WTrvt@DDaUU@dE@q@d`@	Cc1cc(O)cc2c1CC=C[C@@H]2Cn1c(C)ccc1-c1cc(O)cc2ccccc12	InChI=1S/C27H25NO2/c1-17-12-21(29)14-25-20(7-5-9-23(17)25)16-28-18(2)10-11-27(28)26-15-22(30)13-19-6-3-4-8-24(19)26/h3-8,10-15,20,29-30H,9,16H2,1-2H3/t20-/m1/s1	SIXHDJDJRYDYKQ-HXUWFJFHSA-N	Cc1ccc(-c2cc(O)cc3ccccc23)[n]1C[C@@H](C=CC1)c2c1c(C)cc(O)c2	0	InChI=1S/C27H25NO2/c1-17-12-21(29)14-25-20(7-5-9-23(17)25)16-28-18(2)10-11-27(28)26-15-22(30)13-19-6-3-4-8-24(19)26/h3-8,10-15,20,29-30H,9,16H2,1-2H3/t20-/m1/s1	1	SIXHDJDJRYDYKQ-HXUWFJFHSA-N	1	
0	0	fnk@R@BFmTDadTTTRTRfblRwIZMEIVpQDAL@AA@@@	CC(=O)Oc1ccc2oc3c(O)cc4ccccc4c3c2c1F	InChI=1S/C18H11FO4/c1-9(20)22-14-7-6-13-16(17(14)19)15-11-5-3-2-4-10(11)8-12(21)18(15)23-13/h2-8,21H,1H3	CMVKTXNTXHIBLB-UHFFFAOYSA-N	CC(Oc(ccc1c2c(c3ccccc3cc3O)c3[o]1)c2F)=O	0	InChI=1S/C18H11FO4/c1-9(20)22-14-7-6-13-16(17(14)19)15-11-5-3-2-4-10(11)8-12(21)18(15)23-13/h2-8,21H,1H3	1	CMVKTXNTXHIBLB-UHFFFAOYSA-N	1	
0	0	fmwAR@EQkMXICHhheEiddeBeDUFBekrX@@HHJJZf@@@	CCOc1c2cccc(F)c2cc2ccc(CCC(=O)O)c(OC(C)=O)c12	InChI=1S/C21H19FO5/c1-3-26-21-15-5-4-6-17(22)16(15)11-14-8-7-13(9-10-18(24)25)20(19(14)21)27-12(2)23/h4-8,11H,3,9-10H2,1-2H3,(H,24,25)	CJFLQDYOSJDQLN-UHFFFAOYSA-N	CCOc1c(cccc2F)c2cc2ccc(CCC(O)=O)c(OC(C)=O)c12	0	InChI=1S/C21H19FO5/c1-3-26-21-15-5-4-6-17(22)16(15)11-14-8-7-13(9-10-18(24)25)20(19(14)21)27-12(2)23/h4-8,11H,3,9-10H2,1-2H3,(H,24,25)	1	CJFLQDYOSJDQLN-UHFFFAOYSA-N	1	
