tetra	ez	rdSMILES	rdInChI	rdInChIKey
0	1	CC1=CC(=O)/C(=C(\O)c2cccc3oc(C#N)cc23)CC1=O	InChI=1S/C17H11NO4/c1-9-5-15(20)13(7-14(9)19)17(21)11-3-2-4-16-12(11)6-10(8-18)22-16/h2-6,21H,7H2,1H3/b17-13-	ZSNYYTQPCRXLHW-LGMDPLHJSA-N
0	1	COC(=O)N(CCCO)/C(=C/c1c2ccccc2cc2ccoc12)CC(=O)O	InChI=1S/C21H21NO6/c1-27-21(26)22(8-4-9-23)16(13-19(24)25)12-18-17-6-3-2-5-14(17)11-15-7-10-28-20(15)18/h2-3,5-7,10-12,23H,4,8-9,13H2,1H3,(H,24,25)/b16-12+	SQTYNWGKKYSIDT-FOWTUZBSSA-N
1	1	CCCCc1ccccc1C[C@H](CC(=O)OC(C)=O)C(=O)O	InChI=1S/C17H22O5/c1-3-4-7-13-8-5-6-9-14(13)10-15(17(20)21)11-16(19)22-12(2)18/h5-6,8-9,15H,3-4,7,10-11H2,1-2H3,(H,20,21)/t15-/m1/s1	LINRDSPKCUTKBS-OAHLLOKOSA-N
0	0	CCC(=O)OC(=O)N(C(=O)c1ccc(Cl)cc1)C(=O)c1cn(C)c2ccccc12	InChI=1S/C21H17ClN2O5/c1-3-18(25)29-21(28)24(19(26)13-8-10-14(22)11-9-13)20(27)16-12-23(2)17-7-5-4-6-15(16)17/h4-12H,3H2,1-2H3	DSALVRRFJOOHMO-UHFFFAOYSA-N
6	6	CC(C)(CCCC(=O)O)[C@H]1C[C@@H](S(=O)(=O)O)[C@H](O)[C@H](O)[C@H]1NC(=O)[C@@H](N)c1c(O)cccc1O	InChI=1S/C21H32N2O10S/c1-21(2,8-4-7-14(26)27)10-9-13(34(31,32)33)18(28)19(29)17(10)23-20(30)16(22)15-11(24)5-3-6-12(15)25/h3,5-6,10,13,16-19,24-25,28-29H,4,7-9,22H2,1-2H3,(H,23,30)(H,26,27)(H,31,32,33)/t10-,13+,16-,17-,18-,19+/m0/s1	KTGVIFCPAAOOOE-LVPFVQJNSA-N
0	0	COc1ccc2cc(C(=O)OC(=O)c3cc(O)cc(N)n3)oc2c1	InChI=1S/C16H12N2O6/c1-22-10-3-2-8-4-13(23-12(8)7-10)16(21)24-15(20)11-5-9(19)6-14(17)18-11/h2-7H,1H3,(H3,17,18,19)	LCMJXVWCOXLOJS-UHFFFAOYSA-N
1	2	CCc1c(C(=O)/C(=C/[C@H](N)C(=O)O)C(=O)O)cc2ccccc2c1CC	InChI=1S/C20H21NO5/c1-3-12-13(4-2)15(9-11-7-5-6-8-14(11)12)18(22)16(19(23)24)10-17(21)20(25)26/h5-10,17H,3-4,21H2,1-2H3,(H,23,24)(H,25,26)/b16-10-/t17-/m0/s1	ANMJESLVKVENRY-RNIVLKNTSA-N
0	0	CCCCC(=O)NC(=O)c1c(OCCCCC(C)C)ccc2c(F)cc(O)cc12	InChI=1S/C23H30FNO4/c1-4-5-9-21(27)25-23(28)22-18-13-16(26)14-19(24)17(18)10-11-20(22)29-12-7-6-8-15(2)3/h10-11,13-15,26H,4-9,12H2,1-3H3,(H,25,27,28)	XJRUVFNTMAMLIA-UHFFFAOYSA-N
1	3	C/C(=C/C(=N\OCC(=O)Nc1ccccc1)C(=O)O)C[C@@H](NC(=O)CN)C(=O)O	InChI=1S/C18H22N4O7/c1-11(7-13(17(25)26)21-15(23)9-19)8-14(18(27)28)22-29-10-16(24)20-12-5-3-2-4-6-12/h2-6,8,13H,7,9-10,19H2,1H3,(H,20,24)(H,21,23)(H,25,26)(H,27,28)/b11-8-,22-14+/t13-/m1/s1	JSBDFTHCLCYWSB-DCQUVUFYSA-N
0	1	C/C=C(\Cc1cccc(CCC(=O)O)c1C(=O)O)C(=O)O	InChI=1S/C15H16O6/c1-2-9(14(18)19)8-11-5-3-4-10(6-7-12(16)17)13(11)15(20)21/h2-5H,6-8H2,1H3,(H,16,17)(H,18,19)(H,20,21)/b9-2+	BWEDEFVUEYHOGM-XNWCZRBMSA-N
0	0	COc1cc(O)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(S(=O)(=O)O)cc2)c1C(=O)O	InChI=1S/C22H18N2O9S/c1-33-16-11-15(25)19(24-20(26)12-5-3-2-4-6-12)18(17(16)22(28)29)21(27)23-13-7-9-14(10-8-13)34(30,31)32/h2-11,25H,1H3,(H,23,27)(H,24,26)(H,28,29)(H,30,31,32)	CIGYYOHLUZSFOQ-UHFFFAOYSA-N
0	0	Cc1cc(C)c2cc(Cl)cc(-c3ccccc3)c2c1	InChI=1S/C18H15Cl/c1-12-8-13(2)16-10-15(19)11-17(18(16)9-12)14-6-4-3-5-7-14/h3-11H,1-2H3	FTSNHXRPLJKKQW-UHFFFAOYSA-N
3	3	CO[C@@H]1C=C(O)[C@@H](C(=O)O)c2c(C(=O)O)c([C@H](C)CC=O)c3c(c21)CC=CC3	InChI=1S/C21H22O7/c1-10(7-8-22)15-11-5-3-4-6-12(11)16-14(28-2)9-13(23)17(20(24)25)18(16)19(15)21(26)27/h3-4,8-10,14,17,23H,5-7H2,1-2H3,(H,24,25)(H,26,27)/t10-,14-,17-/m1/s1	SOFCXHWMMDJHPD-LGFNAOKASA-N
3	3	CC(=O)O[C@@H]1CCCC[C@H]1[C@H](NC(=O)c1ccc(F)c(Cl)c1)C(=O)O	InChI=1S/C17H19ClFNO5/c1-9(21)25-14-5-3-2-4-11(14)15(17(23)24)20-16(22)10-6-7-13(19)12(18)8-10/h6-8,11,14-15H,2-5H2,1H3,(H,20,22)(H,23,24)/t11-,14-,15+/m1/s1	DIJUHIDXMDPXIJ-DFBGVHRSSA-N
0	1	O=C(O)COc1cccc(/C(O)=C/c2cccc(Cc3cccc(O)c3O)c2)c1	InChI=1S/C23H20O6/c24-20-9-3-7-18(23(20)28)11-15-4-1-5-16(10-15)12-21(25)17-6-2-8-19(13-17)29-14-22(26)27/h1-10,12-13,24-25,28H,11,14H2,(H,26,27)/b21-12-	AEBBNXKQOAWLGL-MTJSOVHGSA-N
0	0	CCc1cc(O)c2c(CCC(=O)O)cccc2c1	InChI=1S/C15H16O3/c1-2-10-8-12-5-3-4-11(6-7-14(17)18)15(12)13(16)9-10/h3-5,8-9,16H,2,6-7H2,1H3,(H,17,18)	HSIDTSKQENLMPG-UHFFFAOYSA-N
0	4	COC(/C=C\C/C=C(N)\N=C/CC(=O)O)=C\C(N)=O	InChI=1S/C12H17N3O4/c1-19-9(8-11(14)16)4-2-3-5-10(13)15-7-6-12(17)18/h2,4-5,7-8H,3,6,13H2,1H3,(H2,14,16)(H,17,18)/b4-2-,9-8-,10-5-,15-7-	LPQVHVOLKHVWGX-GALQQMBYSA-N
0	1	C/C=C(/Cn1c(CCC)cnc1N)c1ccc2nc(N)[nH]c2c1	InChI=1S/C17H22N6/c1-3-5-13-9-20-17(19)23(13)10-11(4-2)12-6-7-14-15(8-12)22-16(18)21-14/h4,6-9H,3,5,10H2,1-2H3,(H2,19,20)(H3,18,21,22)/b11-4-	MHTVVQYTUKDSOT-WCIBSUBMSA-N
0	0	Cc1[nH]c(O)c(C(=O)c2ccccc2C(=O)O)[n+]1C	InChI=1S/C13H12N2O4/c1-7-14-12(17)10(15(7)2)11(16)8-5-3-4-6-9(8)13(18)19/h3-6H,1-2H3,(H2,16,17,18,19)/p+1	NRGNHUZAJCLCLE-UHFFFAOYSA-O
2	3	CO[C@@H](/C=C(/Cl)c1ccoc1)C[C@H](Cc1ccco1)N=C(N)N	InChI=1S/C16H20ClN3O3/c1-21-14(9-15(17)11-4-6-22-10-11)8-12(20-16(18)19)7-13-3-2-5-23-13/h2-6,9-10,12,14H,7-8H2,1H3,(H4,18,19,20)/b15-9+/t12-,14+/m0/s1	QJXDYFFGISNHPQ-LJDHDPBFSA-N
0	0	O=C(O)CCCCc1cncc2cc3c(O)cc(C(=O)O)cc3cc12	InChI=1S/C19H17NO5/c21-17-8-13(19(24)25)5-12-6-15-11(3-1-2-4-18(22)23)9-20-10-14(15)7-16(12)17/h5-10,21H,1-4H2,(H,22,23)(H,24,25)	HFPZGGKZTIOCPP-UHFFFAOYSA-N
0	0	CC(C)(Cc1ccc2c(c1)CNC2)c1c[nH]c(N)n1	InChI=1S/C15H20N4/c1-15(2,13-9-18-14(16)19-13)6-10-3-4-11-7-17-8-12(11)5-10/h3-5,9,17H,6-8H2,1-2H3,(H3,16,18,19)	RQILFOXISZSWBE-UHFFFAOYSA-N
2	2	CC(C)c1c(O)[nH]c2c1[C@@H](O)C=C1C=CCC[C@H]12	InChI=1S/C15H19NO2/c1-8(2)12-13-11(17)7-9-5-3-4-6-10(9)14(13)16-15(12)18/h3,5,7-8,10-11,16-18H,4,6H2,1-2H3/t10-,11+/m1/s1	NUZXPAUXBNVIDA-MNOVXSKESA-N
1	1	COc1cc(C)c(-c2coc3c4c(c(C(=O)O)cc23)Cc2c(cc(O)c(C(=O)O)c2O)[C@H]4O)cn1	InChI=1S/C25H19NO9/c1-9-3-18(34-2)26-7-15(9)16-8-35-23-13(16)5-14(24(30)31)10-4-11-12(21(28)19(10)23)6-17(27)20(22(11)29)25(32)33/h3,5-8,21,27-29H,4H2,1-2H3,(H,30,31)(H,32,33)/t21-/m1/s1	LVAXQPSCUAAQPD-OAQYLSRUSA-N
5	5	CO[C@H]1CCc2c(ncc3c4c(c(CO)c(C[C@H](O)CC(=O)O)c23)C[C@@H](O)[C@H](O)[C@@H]4C)C1	InChI=1S/C24H31NO7/c1-11-22-16(8-20(28)24(11)31)18(10-26)15(5-12(27)6-21(29)30)23-14-4-3-13(32-2)7-19(14)25-9-17(22)23/h9,11-13,20,24,26-28,31H,3-8,10H2,1-2H3,(H,29,30)/t11-,12+,13+,20-,24-/m1/s1	JWXSCIWOZKLLRI-QFBLQWKESA-N
1	1	CCCc1c([C@H](C)O)cc2cc(O)ccc2c1C(=O)NC(=O)CC(=O)O	InChI=1S/C19H21NO6/c1-3-4-14-15(10(2)21)8-11-7-12(22)5-6-13(11)18(14)19(26)20-16(23)9-17(24)25/h5-8,10,21-22H,3-4,9H2,1-2H3,(H,24,25)(H,20,23,26)/t10-/m0/s1	RXTWIDCAGKMWMH-JTQLQIEISA-N
1	1	COc1c(CC[C@@H](C)O)c[nH]c1-c1c(O)[nH]c(C)c1C(=O)O	InChI=1S/C15H20N2O5/c1-7(18)4-5-9-6-16-12(13(9)22-3)11-10(15(20)21)8(2)17-14(11)19/h6-7,16-19H,4-5H2,1-3H3,(H,20,21)/t7-/m1/s1	DMGAMJNWJIRDKA-SSDOTTSWSA-N
3	3	COC1=C[C@H](c2c([C@@H]3C(O)=C(C)C=C[C@@H]3O)cc(C(=O)O)c3c2CCCC3)CC(CO)=C1	InChI=1S/C26H30O6/c1-14-7-8-22(28)24(25(14)29)21-12-20(26(30)31)18-5-3-4-6-19(18)23(21)16-9-15(13-27)10-17(11-16)32-2/h7-8,10-12,16,22,24,27-29H,3-6,9,13H2,1-2H3,(H,30,31)/t16-,22+,24+/m1/s1	IBNRZDDOKHTGIM-LZGLPUDESA-N
1	1	CCOC(=O)c1nc(CCCCC(=O)O)c([C@H]2CC=C(C)CC2)nc1O	InChI=1S/C19H26N2O5/c1-3-26-19(25)17-18(24)21-16(13-10-8-12(2)9-11-13)14(20-17)6-4-5-7-15(22)23/h8,13H,3-7,9-11H2,1-2H3,(H,21,24)(H,22,23)/t13-/m0/s1	QWLWZMUNXYWMKZ-ZDUSSCGKSA-N
3	3	CC(=O)C1=C[C@@H]([C@H](O)Cc2ccc3c(c2C(=O)O)CCCC3)[C@H](O)CC1	InChI=1S/C21H26O5/c1-12(22)14-8-9-18(23)17(10-14)19(24)11-15-7-6-13-4-2-3-5-16(13)20(15)21(25)26/h6-7,10,17-19,23-24H,2-5,8-9,11H2,1H3,(H,25,26)/t17-,18-,19-/m1/s1	XAMDXQAYMZAEPJ-GUDVDZBRSA-N
0	1	C=C(C)/C(OCCO)=C(/OC)c1ccccc1-c1c(NS(=O)(=O)O)c(O)cc(O)c1C(=O)O	InChI=1S/C21H23NO10S/c1-11(2)19(32-9-8-23)20(31-3)13-7-5-4-6-12(13)16-17(21(26)27)14(24)10-15(25)18(16)22-33(28,29)30/h4-7,10,22-25H,1,8-9H2,2-3H3,(H,26,27)(H,28,29,30)/b20-19-	RPMFLEVSTKUCJM-VXPUYCOJSA-N
1	2	O=C(O)CC(=O)/C=C/Cc1cc(CC(=O)O)cc2c1CC=C[C@H]2O	InChI=1S/C18H18O6/c19-13(10-18(23)24)4-1-3-12-7-11(9-17(21)22)8-15-14(12)5-2-6-16(15)20/h1-2,4,6-8,16,20H,3,5,9-10H2,(H,21,22)(H,23,24)/b4-1+/t16-/m1/s1	DWPYRYFVIMFOPR-JHBSALDVSA-N
0	0	O=C(O)CC(=O)Nc1c(C(=O)O)ccc(-c2cccc(S(=O)(=O)O)c2)c1Cl	InChI=1S/C16H12ClNO8S/c17-14-10(8-2-1-3-9(6-8)27(24,25)26)4-5-11(16(22)23)15(14)18-12(19)7-13(20)21/h1-6H,7H2,(H,18,19)(H,20,21)(H,22,23)(H,24,25,26)	AMGVOKMSACIOFA-UHFFFAOYSA-N
1	1	COC1=C2C=C(C)C=C[C@H]2c2cc(COc3cc(Cl)ccc3C(N)=O)cc(O)c2N1	InChI=1S/C23H21ClN2O4/c1-12-3-5-15-17-8-13(9-19(27)21(17)26-23(29-2)18(15)7-12)11-30-20-10-14(24)4-6-16(20)22(25)28/h3-10,15,26-27H,11H2,1-2H3,(H2,25,28)/t15-/m0/s1	XBCJNQQJBZGGRH-HNNXBMFYSA-N
0	2	O=C(O)/C=C/c1ccc(OC/C=C/Oc2cccc(C(=O)NC(=O)NC(=O)CC(=O)O)c2)cc1O	InChI=1S/C23H20N2O10/c26-18-12-17(7-5-14(18)6-8-20(28)29)35-10-2-9-34-16-4-1-3-15(11-16)22(32)25-23(33)24-19(27)13-21(30)31/h1-9,11-12,26H,10,13H2,(H,28,29)(H,30,31)(H2,24,25,27,32,33)/b8-6+,9-2+	PGTRAJMYIRUPPZ-IPJGBASVSA-N
0	0	COc1cccc(C(=O)OC(=O)NC(=O)CC(=O)O)c1	InChI=1S/C12H11NO7/c1-19-8-4-2-3-7(5-8)11(17)20-12(18)13-9(14)6-10(15)16/h2-5H,6H2,1H3,(H,15,16)(H,13,14,18)	QAFLPSIXUFGCQJ-UHFFFAOYSA-N
1	2	COC(=O)/C=C\c1ccc(C(C)(C)C)c2cc3ccc([C@@H](C)C(=O)O)cc3c(O)c12	InChI=1S/C25H26O5/c1-14(24(28)29)16-6-7-17-13-19-20(25(2,3)4)10-8-15(9-11-21(26)30-5)22(19)23(27)18(17)12-16/h6-14,27H,1-5H3,(H,28,29)/b11-9-/t14-/m1/s1	MCCXFGVTNNACJO-RBJHHQRMSA-N
0	0	CC(C)(Cc1ccccc1)c1cc2c(=O)c(C(N)=O)cn(C(N)=O)c2c2[nH]ccc12	InChI=1S/C23H22N4O3/c1-23(2,11-13-6-4-3-5-7-13)17-10-15-19(18-14(17)8-9-26-18)27(22(25)30)12-16(20(15)28)21(24)29/h3-10,12,26H,11H2,1-2H3,(H2,24,29)(H2,25,30)	SRANXNJCNIHLIQ-UHFFFAOYSA-N
0	0	O=C(OC(=O)c1ccc(F)cc1Cl)c1ccc2c(C(=O)O)cc(F)cc2c1	InChI=1S/C19H9ClF2O5/c20-16-8-11(21)2-4-14(16)19(26)27-18(25)9-1-3-13-10(5-9)6-12(22)7-15(13)17(23)24/h1-8H,(H,23,24)	APLHELPOZLNJKZ-UHFFFAOYSA-N
1	1	CCOC(=O)Nc1ccc(C[C@@H](C(=O)O)C(=O)NC(=N)N)c2c1ccc1ccc(O)cc12	InChI=1S/C22H22N4O6/c1-2-32-22(31)25-17-8-5-12(9-16(20(29)30)19(28)26-21(23)24)18-14(17)7-4-11-3-6-13(27)10-15(11)18/h3-8,10,16,27H,2,9H2,1H3,(H,25,31)(H,29,30)(H4,23,24,26,28)/t16-/m1/s1	IBICDNLXOPOJGN-MRXNPFEDSA-N
0	1	CNc1c(O)ccc(C(=O)C/N=C(\O)c2c(Cl)cc3occ(Cl)c3c2F)c1Cl	InChI=1S/C18H12Cl3FN2O4/c1-23-17-10(25)3-2-7(15(17)21)11(26)5-24-18(27)14-8(19)4-12-13(16(14)22)9(20)6-28-12/h2-4,6,23,25H,5H2,1H3,(H,24,27)	YWKCIBLZJICGAA-UHFFFAOYSA-N
0	1	CCc1nc(-c2ccc(C)c(Cc3cc(C(=O)O)c(N/C(=C/C(=O)O)C(=O)O)cc3O)c2)c[nH]1	InChI=1S/C24H23N3O7/c1-3-21-25-11-19(27-21)13-5-4-12(2)14(6-13)7-15-8-16(23(31)32)17(9-20(15)28)26-18(24(33)34)10-22(29)30/h4-6,8-11,26,28H,3,7H2,1-2H3,(H,25,27)(H,29,30)(H,31,32)(H,33,34)/b18-10+	OQMOINAJPJYGCZ-VCHYOVAHSA-N
0	0	CCCc1ccc(O)c(O)c1CCCc1c(O)cccc1CO	InChI=1S/C19H24O4/c1-2-5-13-10-11-18(22)19(23)16(13)8-4-7-15-14(12-20)6-3-9-17(15)21/h3,6,9-11,20-23H,2,4-5,7-8,12H2,1H3	SLTWLPCRJQLHOV-UHFFFAOYSA-N
0	0	CCc1ccc2c(c1)oc1c(O)ccc(C(=O)O)c12	InChI=1S/C15H12O4/c1-2-8-3-4-9-12(7-8)19-14-11(16)6-5-10(13(9)14)15(17)18/h3-7,16H,2H2,1H3,(H,17,18)	KUQZEACRIWWTIQ-UHFFFAOYSA-N
2	2	O=C(O)c1cc(Cl)c(O)c([C@H](C(=O)c2ccccc2)[P@H](=O)O)c1O	InChI=1S/C15H12ClO7P/c16-9-6-8(15(20)21)12(18)10(13(9)19)14(24(22)23)11(17)7-4-2-1-3-5-7/h1-6,14,18-19,24H,(H,20,21)(H,22,23)/t14-/m1/s1	NIIGAFUPBUYCFS-CQSZACIVSA-N
1	1	CCCC(=O)OC[C@H](CO)c1cc(O)cc2cccc(C)c12	InChI=1S/C18H22O4/c1-3-5-17(21)22-11-14(10-19)16-9-15(20)8-13-7-4-6-12(2)18(13)16/h4,6-9,14,19-20H,3,5,10-11H2,1-2H3/t14-/m0/s1	FGDNDZZPWKFRJN-AWEZNQCLSA-N
0	0	O=C(O)c1ccc2c(-c3c(F)ccc(O)c3O)cccc2c1C(=O)O	InChI=1S/C18H11FO6/c19-12-6-7-13(20)16(21)15(12)10-3-1-2-9-8(10)4-5-11(17(22)23)14(9)18(24)25/h1-7,20-21H,(H,22,23)(H,24,25)	UJHVRXAZZBVZQS-UHFFFAOYSA-N
0	0	COc1cc2cocc2c2c(-c3c(C(=O)O)cc4ccc(C(=O)O)cc4c3O)cc(CO)cc12	InChI=1S/C26H18O8/c1-33-21-8-15-10-34-11-20(15)22-17(21)4-12(9-27)5-18(22)23-19(26(31)32)6-13-2-3-14(25(29)30)7-16(13)24(23)28/h2-8,10-11,27-28H,9H2,1H3,(H,29,30)(H,31,32)	PSDYVHCMXOCKFC-UHFFFAOYSA-N
0	0	CCc1cccc(-c2ccc(OC)c(C(C)(C)C)c2C(=O)OC)c1	InChI=1S/C21H26O3/c1-7-14-9-8-10-15(13-14)16-11-12-17(23-5)19(21(2,3)4)18(16)20(22)24-6/h8-13H,7H2,1-6H3	UPMOIYRQSSKHOQ-UHFFFAOYSA-N
2	6	CC/C=C\[C@@](O)(CC[C@H](/C=C(/C=C\C=C\C(=O)O)C(=O)O)C(=O)O)C(=O)CCC	InChI=1S/C21H28O8/c1-3-5-12-21(29,17(22)8-4-2)13-11-16(20(27)28)14-15(19(25)26)9-6-7-10-18(23)24/h5-7,9-10,12,14,16,29H,3-4,8,11,13H2,1-2H3,(H,23,24)(H,25,26)(H,27,28)/b9-6-,10-7+,12-5-,15-14-/t16-,21-/m1/s1	GRRSSPFVJMVBEO-FAVDNIJESA-N
0	0	CCOc1c(O)c(CC(=O)O)cc2cc(CCC(=O)O)c(C)c(CO)c12	InChI=1S/C19H22O7/c1-3-26-19-17-12(7-13(18(19)25)8-16(23)24)6-11(4-5-15(21)22)10(2)14(17)9-20/h6-7,20,25H,3-5,8-9H2,1-2H3,(H,21,22)(H,23,24)	ZLNXXAHODOZZPD-UHFFFAOYSA-N
0	0	CCCCOc1c(Cl)cc2c(Cl)ccc(N)c2c1-c1ccc[nH]1	InChI=1S/C18H18Cl2N2O/c1-2-3-9-23-18-13(20)10-11-12(19)6-7-14(21)16(11)17(18)15-5-4-8-22-15/h4-8,10,22H,2-3,9,21H2,1H3	JOGSTPMVYVGLNM-UHFFFAOYSA-N
1	2	CCCCC(=O)N/N=C(/c1cc2cc(O)[nH]c2cc1C#N)[C@@H](O)C(=O)O	InChI=1S/C17H18N4O5/c1-2-3-4-13(22)20-21-15(16(24)17(25)26)11-5-9-7-14(23)19-12(9)6-10(11)8-18/h5-7,16,19,23-24H,2-4H2,1H3,(H,20,22)(H,25,26)/b21-15-/t16-/m1/s1	AAHVDTOTRPZMMJ-KQRQPNSISA-N
0	0	CCCOC(=O)CCc1cc(OC)c2cc[nH]c2c1	InChI=1S/C15H19NO3/c1-3-8-19-15(17)5-4-11-9-13-12(6-7-16-13)14(10-11)18-2/h6-7,9-10,16H,3-5,8H2,1-2H3	PBALSGCPHDNRMU-UHFFFAOYSA-N
1	1	O=C(O)[C@@H](C(=O)OCCc1ccc(-c2ccc(O)cc2Cl)cc1)S(=O)(=O)O	InChI=1S/C17H15ClO8S/c18-14-9-12(19)5-6-13(14)11-3-1-10(2-4-11)7-8-26-17(22)15(16(20)21)27(23,24)25/h1-6,9,15,19H,7-8H2,(H,20,21)(H,23,24,25)/t15-/m0/s1	JNHJDDVHSFUFAD-HNNXBMFYSA-N
11	12	CC1=CC[C@@H]2[C@H](CC[C@@H]3CC([C@@H]4CC[C@@H](O)[C@H](O)[C@H]4O)=CC[C@H]23)[C@H]1/C=C\C[C@H](NC(=O)CO)[P@H](=O)O	InChI=1S/C27H42NO7P/c1-15-5-8-22-19-9-6-17(20-11-12-23(30)27(33)26(20)32)13-16(19)7-10-21(22)18(15)3-2-4-25(36(34)35)28-24(31)14-29/h2-3,5-6,16,18-23,25-27,29-30,32-33,36H,4,7-14H2,1H3,(H,28,31)(H,34,35)/b3-2-/t16-,18+,19+,20+,21-,22+,23-,25-,26+,27+/m1/s1	OMTKEHZMVOLEKY-HSHLFGNFSA-N
1	1	Cc1ncc(-c2c(Oc3ccccc3)cc3c(c2[C@H](CO)C(=O)O)CC=CC3)[nH]1	InChI=1S/C23H22N2O4/c1-14-24-12-19(25-14)22-20(29-16-8-3-2-4-9-16)11-15-7-5-6-10-17(15)21(22)18(13-26)23(27)28/h2-6,8-9,11-12,18,26H,7,10,13H2,1H3,(H,24,25)(H,27,28)/t18-/m0/s1	MBXLYWVDJSYDMV-SFHVURJKSA-N
1	1	CC(=O)OC(=O)[C@@H](CCc1ccc2c(c1Cl)CC=CC2)c1cnc(O)c(C(=O)O)c1	InChI=1S/C22H20ClNO6/c1-12(25)30-22(29)17(15-10-18(21(27)28)20(26)24-11-15)9-8-14-7-6-13-4-2-3-5-16(13)19(14)23/h2-3,6-7,10-11,17H,4-5,8-9H2,1H3,(H,24,26)(H,27,28)/t17-/m0/s1	ALWDMXQXIXLYME-KRWDZBQOSA-N
2	2	C[C@H](O)c1ccccc1[C@H](C)CC(=O)OC(=O)CC(=O)O	InChI=1S/C15H18O6/c1-9(7-14(19)21-15(20)8-13(17)18)11-5-3-4-6-12(11)10(2)16/h3-6,9-10,16H,7-8H2,1-2H3,(H,17,18)/t9-,10+/m1/s1	NMHOTXGBSYQYJE-ZJUUUORDSA-N
0	0	COc1cc(N)ccc1OCc1ccc2c(CCCCCC(=O)O)nccc2c1	InChI=1S/C23H26N2O4/c1-28-22-14-18(24)8-10-21(22)29-15-16-7-9-19-17(13-16)11-12-25-20(19)5-3-2-4-6-23(26)27/h7-14H,2-6,15,24H2,1H3,(H,26,27)	KRBILDCUUWHJKQ-UHFFFAOYSA-N
0	1	CNc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1C(=O)O	InChI=1S/C17H15NO4/c1-18-14-10-16(20)13(9-12(14)17(21)22)15(19)8-7-11-5-3-2-4-6-11/h2-10,18,20H,1H3,(H,21,22)/b8-7+	QQMRXZCICJASGG-BQYQJAHWSA-N
0	0	CC(C)CCN(C)Cc1cc(C(=O)O)c(OC(=O)c2cccc(O)c2)cc1CO	InChI=1S/C22H27NO6/c1-14(2)7-8-23(3)12-16-10-19(21(26)27)20(11-17(16)13-24)29-22(28)15-5-4-6-18(25)9-15/h4-6,9-11,14,24-25H,7-8,12-13H2,1-3H3,(H,26,27)	HKKJYIGTLDOMSW-UHFFFAOYSA-N
2	3	CCC[C@H](N)[C@H](C/C=N/OC(=O)Nc1ccc(C(=O)O)cc1)C(=O)O	InChI=1S/C16H21N3O6/c1-2-3-13(17)12(15(22)23)8-9-18-25-16(24)19-11-6-4-10(5-7-11)14(20)21/h4-7,9,12-13H,2-3,8,17H2,1H3,(H,19,24)(H,20,21)(H,22,23)/b18-9+/t12-,13-/m0/s1	WGUFPVCIIMYENE-ZASVFINYSA-N
0	2	CC/C=C\Cc1c(/C(O)=N\OC)cc(N)c2c(Cl)ccc(Cl)c12	InChI=1S/C17H18Cl2N2O2/c1-3-4-5-6-10-11(17(22)21-23-2)9-14(20)16-13(19)8-7-12(18)15(10)16/h4-5,7-9H,3,6,20H2,1-2H3,(H,21,22)/b5-4-	FOKRNQPUVLQKOO-PLNGDYQASA-N
2	2	CCCO[C@@H]1Cc2ncc3c(c2C[C@H]1OCC)CC(C(=O)O)=C(CC(=O)O)C3	InChI=1S/C21H27NO6/c1-3-5-28-19-10-17-16(9-18(19)27-4-2)14-8-15(21(25)26)12(7-20(23)24)6-13(14)11-22-17/h11,18-19H,3-10H2,1-2H3,(H,23,24)(H,25,26)/t18-,19-/m1/s1	BUKMUASLVDZXGS-RTBURBONSA-N
0	2	C/C=C/COCCOc1ccc(CC(O)=CC(=O)O)c(Cl)c1	InChI=1S/C16H19ClO5/c1-2-3-6-21-7-8-22-14-5-4-12(15(17)11-14)9-13(18)10-16(19)20/h2-5,10-11,18H,6-9H2,1H3,(H,19,20)/b3-2+,13-10?	ZDGMVYRWEWCBGJ-IOHJALEOSA-N
0	1	COC(=O)C/C(=C/CC(=O)O)Oc1cccc(O)c1CN	InChI=1S/C14H17NO6/c1-20-14(19)7-9(5-6-13(17)18)21-12-4-2-3-11(16)10(12)8-15/h2-5,16H,6-8,15H2,1H3,(H,17,18)/b9-5-	KMNUJAAXIOQXSO-UITAMQMPSA-N
1	2	NC(=O)/C=C(/Nc1ccccc1CCNC(=O)O)[C@H](N)C(=O)O	InChI=1S/C14H18N4O5/c15-11(19)7-10(12(16)13(20)21)18-9-4-2-1-3-8(9)5-6-17-14(22)23/h1-4,7,12,17-18H,5-6,16H2,(H2,15,19)(H,20,21)(H,22,23)/b10-7+/t12-/m0/s1	WLKCCKPXVMJHGM-PMDBQALLSA-N
0	1	Cc1c(O)c(/C=C/C(=O)O)c2cccc(Cl)c2c1C(=O)Nc1ccc(O)cc1	InChI=1S/C21H16ClNO5/c1-11-18(21(28)23-12-5-7-13(24)8-6-12)19-14(3-2-4-16(19)22)15(20(11)27)9-10-17(25)26/h2-10,24,27H,1H3,(H,23,28)(H,25,26)/b10-9+	DBWLZSKKIIDTOO-MDZDMXLPSA-N
