obstereo	obEZ	Structure of obSMILES [idcode]	obSMILES	obInChi	obInChiKey	dwSmiles	diff_smiles	dwInChI	diff_InChi	dwInChI-Key	diff_InChiKey	
1	0	ebVTN@@Bm`DEKhT\\bbRbbbTRVbRtVtTrlQdWaTqsU@DDD@TQQUM@PCP@	O=C(Oc1c(OCC)cccc1)Cc1c(c2c(c(NCO)ccc2)[C@@H](O)C)cnc(c1)CCC(=O)O	InChI=1S/C27H30N2O7/c1-3-35-23-9-4-5-10-24(23)36-26(34)14-18-13-19(11-12-25(32)33)28-15-21(18)20-7-6-8-22(29-16-30)27(20)17(2)31/h4-10,13,15,17,29-31H,3,11-12,14,16H2,1-2H3,(H,32,33)/t17-/m0/s1	GCGJMCIMUYGDAB-KRWDZBQOSA-N	CCOc(cccc1)c1OC(Cc(cc(CCC(O)=O)nc1)c1-c1c([C@H](C)O)c(NCO)ccc1)=O	0	InChI=1S/C27H30N2O7/c1-3-35-23-9-4-5-10-24(23)36-26(34)14-18-13-19(11-12-25(32)33)28-15-21(18)20-7-6-8-22(29-16-30)27(20)17(2)31/h4-10,13,15,17,29-31H,3,11-12,14,16H2,1-2H3,(H,32,33)/t17-/m0/s1	1	GCGJMCIMUYGDAB-KRWDZBQOSA-N	1	
0	0	eohXF@@O@DCNkglbfbbTVbLRbTlVrTDT\BfVZ@`JBJhHBf@@`Bh@	O=C(O)c1c(c2c(O)c(N(C)C)c(c(c2cc1)c1c(O)cc(cc1)CC(=O)O)C)CC	InChI=1S/C24H25NO6/c1-5-14-15(24(30)31)8-9-17-20(12(2)22(25(3)4)23(29)21(14)17)16-7-6-13(10-18(16)26)11-19(27)28/h6-10,26,29H,5,11H2,1-4H3,(H,27,28)(H,30,31)	OWPYSLNELPODHR-UHFFFAOYSA-N	CCc(c(c(cc1)c(c(C)c2N(C)C)-c(ccc(CC(O)=O)c3)c3O)c2O)c1C(O)=O	0	InChI=1S/C24H25NO6/c1-5-14-15(24(30)31)8-9-17-20(12(2)22(25(3)4)23(29)21(14)17)16-7-6-13(10-18(16)26)11-19(27)28/h6-10,26,29H,5,11H2,1-4H3,(H,27,28)(H,30,31)	1	OWPYSLNELPODHR-UHFFFAOYSA-N	1	
0	0	fncPp@G^@abZmR[f]V[uvEHsf``@HjZX@@@	O=C(O)c1c(O)cc2c(c1)c(cnc2NCCC(=O)O)CC=O	InChI=1S/C15H14N2O6/c18-4-2-8-7-17-14(16-3-1-13(20)21)10-6-12(19)11(15(22)23)5-9(8)10/h4-7,19H,1-3H2,(H,16,17)(H,20,21)(H,22,23)	GLUMYWMTKGGHFJ-UHFFFAOYSA-N	OC(CCNc1c(cc(c(C(O)=O)c2)O)c2c(CC=O)cn1)=O	0	InChI=1S/C15H14N2O6/c18-4-2-8-7-17-14(16-3-1-13(20)21)10-6-12(19)11(15(22)23)5-9(8)10/h4-7,19H,1-3H2,(H,16,17)(H,20,21)(H,22,23)	1	GLUMYWMTKGGHFJ-UHFFFAOYSA-N	1	
0	1	fbuPA@FBADNbLbbbbRTVbblkIsREA@RP@BBD	Cl/C(=C(\NC(=C)Cl)/c1c(cccc1)C)/c1cnccc1	InChI=1S/C16H14Cl2N2/c1-11-6-3-4-8-14(11)16(20-12(2)17)15(18)13-7-5-9-19-10-13/h3-10,20H,2H2,1H3/b16-15-	MWTCLTGEJSAXAA-NXVVXOECSA-N	Cc(cccc1)c1/C(/NC(Cl)=C)=C(\c1cnccc1)/Cl	0	InChI=1S/C16H14Cl2N2/c1-11-6-3-4-8-14(11)16(20-12(2)17)15(18)13-7-5-9-19-10-13/h3-10,20H,2H2,1H3	0	MWTCLTGEJSAXAA-UHFFFAOYSA-N	0	
0	1	e`TXJD@LhDLHn`@arPrRRqQIIIKPqIYQQIRJUMWOKPDETuSU@PP`DCd@	S(=O)(=O)(O)c1c(cc(c(c1)/C=C(/O)\c1[nH]c(cc1)Oc1c(cccc1)CC)CC)CCF	InChI=1S/C24H26FNO5S/c1-3-16-7-5-6-8-22(16)31-24-10-9-20(26-24)21(27)14-19-15-23(32(28,29)30)18(11-12-25)13-17(19)4-2/h5-10,13-15,26-27H,3-4,11-12H2,1-2H3,(H,28,29,30)/b21-14+	TYGZGAQIMAUDKK-KGENOOAVSA-N	CCc(cccc1)c1Oc1ccc(/C(/O)=C\c2cc(S(O)(=O)=O)c(CCF)cc2CC)[nH]1	0	InChI=1S/C24H26FNO5S/c1-3-16-7-5-6-8-22(16)31-24-10-9-20(26-24)21(27)14-19-15-23(32(28,29)30)18(11-12-25)13-17(19)4-2/h5-10,13-15,26-27H,3-4,11-12H2,1-2H3,(H,28,29,30)	0	TYGZGAQIMAUDKK-UHFFFAOYSA-N	0	
1	0	eohTA@@DE@IJaemkglbbTTTRbebrrbRb\Tt\bRJZfBdB@bjff``rP@	O=C(Nc1c2c(cc(c(c2)OC)O)ccc1C[C@H](C(=O)O)CC(=O)O)c1c(O)[nH]cc1	InChI=1S/C21H20N2O8/c1-31-16-9-14-10(7-15(16)24)2-3-11(6-12(21(29)30)8-17(25)26)18(14)23-20(28)13-4-5-22-19(13)27/h2-5,7,9,12,22,24,27H,6,8H2,1H3,(H,23,28)(H,25,26)(H,29,30)/t12-/m0/s1	RVPAOSLCTQKLGE-LBPRGKRZSA-N	COc(cc1c(NC(c(cc[nH]2)c2O)=O)c(C[C@@H](CC(O)=O)C(O)=O)ccc1c1)c1O	0	InChI=1S/C21H20N2O8/c1-31-16-9-14-10(7-15(16)24)2-3-11(6-12(21(29)30)8-17(25)26)18(14)23-20(28)13-4-5-22-19(13)27/h2-5,7,9,12,22,24,27H,6,8H2,1H3,(H,23,28)(H,25,26)(H,29,30)/t12-/m0/s1	1	RVPAOSLCTQKLGE-LBPRGKRZSA-N	1	
0	0	eg`PN@@@DNHaemlbbTTTTtRRbVJfbVgdRUTsTCDPELEPuD@@@	O=C(OC(=O)c1cc(OC)ccc1)c1c(ccc2c1c(co2)CCC)CCC(=O)O	InChI=1S/C23H22O7/c1-3-5-16-13-29-18-10-8-14(9-11-19(24)25)21(20(16)18)23(27)30-22(26)15-6-4-7-17(12-15)28-2/h4,6-8,10,12-13H,3,5,9,11H2,1-2H3,(H,24,25)	IQTVFLVJMPBXJS-UHFFFAOYSA-N	CCCc1c[o]c2c1c(C(OC(c1cc(OC)ccc1)=O)=O)c(CCC(O)=O)cc2	0	InChI=1S/C23H22O7/c1-3-5-16-13-29-18-10-8-14(9-11-19(24)25)21(20(16)18)23(27)30-22(26)15-6-4-7-17(12-15)28-2/h4,6-8,10,12-13H,3,5,9,11H2,1-2H3,(H,24,25)	1	IQTVFLVJMPBXJS-UHFFFAOYSA-N	1	
6	0	eb^TJ@@LI@DJo`\bfRTTTtrTtRRRQTTRNedVWTrNKUPPQUUUUUSMESCbBTTrgRv`@	O=C(O)NCCc1c(N)c2c(cc1CC)[C@H]([C@H]1[C@H]([C@@H]2CCCC(=O)O)OC[C@@H]1[C@H]1C=CCCC1)CC	InChI=1S/C29H42N2O5/c1-3-17-15-22-19(4-2)26-23(18-9-6-5-7-10-18)16-36-28(26)21(11-8-12-24(32)33)25(22)27(30)20(17)13-14-31-29(34)35/h6,9,15,18-19,21,23,26,28,31H,3-5,7-8,10-14,16,30H2,1-2H3,(H,32,33)(H,34,35)/t18-,19+,21+,23+,26+,28-/m0/s1	AJYCYIJLNIMLPF-ZTVVOLEQSA-N	CC[C@@H]([C@H]1[C@H]([C@@H]2CCCC(O)=O)OC[C@@H]1[C@H]1C=CCCC1)c1c2c(N)c(CCNC(O)=O)c(CC)c1	0	InChI=1S/C29H42N2O5/c1-3-17-15-22-19(4-2)26-23(18-9-6-5-7-10-18)16-36-28(26)21(11-8-12-24(32)33)25(22)27(30)20(17)13-14-31-29(34)35/h6,9,15,18-19,21,23,26,28,31H,3-5,7-8,10-14,16,30H2,1-2H3,(H,32,33)(H,34,35)/t18-,19+,21+,23-,26-,28+/m0/s1	0	AJYCYIJLNIMLPF-ANHLBUIISA-N	0	
1	1	edRXNH@AKDlbn`XPHcHhhhhhddYmEKdhdihpiiy]}@APEQRsU@DLA@XhBh	Clc1c2c(NC=O)cccc2cc(c1CO)[C@H](C(=O)O)/C(=C/OCc1cc(C(=O)O)ccc1)/C	InChI=1S/C25H22ClNO7/c1-14(11-34-12-15-4-2-6-17(8-15)24(30)31)21(25(32)33)18-9-16-5-3-7-20(27-13-29)22(16)23(26)19(18)10-28/h2-9,11,13,21,28H,10,12H2,1H3,(H,27,29)(H,30,31)(H,32,33)/b14-11+/t21-/m1/s1	SOZZOSQIMGFGGG-QGFLDLQWSA-N	C/C(/[C@@H](C(O)=O)c1cc2cccc(NC=O)c2c(Cl)c1CO)=C\OCc1cc(C(O)=O)ccc1	0	InChI=1S/C25H22ClNO7/c1-14(11-34-12-15-4-2-6-17(8-15)24(30)31)21(25(32)33)18-9-16-5-3-7-20(27-13-29)22(16)23(26)19(18)10-28/h2-9,11,13,21,28H,10,12H2,1H3,(H,27,29)(H,30,31)(H,32,33)/t21-/m1/s1	0	SOZZOSQIMGFGGG-OAQYLSRUSA-N	0	
1	0	fa{a`@A@PgHihdieeEDhhSrRmQjUkPAEU@pQCDCP@	O=C(O)c1cc2[nH]cc(c2cc1)[C@H]1c2c(O)cc(cc2CC=C1)C	InChI=1S/C20H17NO3/c1-11-7-12-3-2-4-15(19(12)18(22)8-11)16-10-21-17-9-13(20(23)24)5-6-14(16)17/h2,4-10,15,21-22H,3H2,1H3,(H,23,24)/t15-/m0/s1	PZXYRFMPAHSKJX-HNNXBMFYSA-N	Cc1cc(O)c([C@@H](C=CC2)c3c[nH]c4c3ccc(C(O)=O)c4)c2c1	0	InChI=1S/C20H17NO3/c1-11-7-12-3-2-4-15(19(12)18(22)8-11)16-10-21-17-9-13(20(23)24)5-6-14(16)17/h2,4-10,15,21-22H,3H2,1H3,(H,23,24)/t15-/m0/s1	1	PZXYRFMPAHSKJX-HNNXBMFYSA-N	1	
0	0	fnkab@BARtDQdTTRTRLrTVVSARuzNRp@@P@QUPB@@	Clc1c2ncccc2cc(c1)c1cc(O)c2c(c1)oc(c2)CO	InChI=1S/C18H12ClNO3/c19-15-5-11(4-10-2-1-3-20-18(10)15)12-6-16(22)14-8-13(9-21)23-17(14)7-12/h1-8,21-22H,9H2	LXDNRKKRKZWMPF-UHFFFAOYSA-N	OCc([o]c1cc(-c2cc3cccnc3c(Cl)c2)c2)cc1c2O	0	InChI=1S/C18H12ClNO3/c19-15-5-11(4-10-2-1-3-20-18(10)15)12-6-16(22)14-8-13(9-21)23-17(14)7-12/h1-8,21-22H,9H2	1	LXDNRKKRKZWMPF-UHFFFAOYSA-N	1	
1	0	eh\TND@MAeGODbnc`JpFPrJJJJJIJEVFIPjJKYbRrI{z@`a`ZFjZB@`HLh@@	Ic1c(c(C(=O)O)cc2c1cccc2)C(=O)NC(=O)[C@@H](OC)C(=O)Nc1c(O)cc(cc1)F	InChI=1S/C22H16FIN2O7/c1-33-18(20(29)25-14-7-6-11(23)9-15(14)27)21(30)26-19(28)16-13(22(31)32)8-10-4-2-3-5-12(10)17(16)24/h2-9,18,27H,1H3,(H,25,29)(H,31,32)(H,26,28,30)/t18-/m0/s1	FNESBGKQSSVRHU-SFHVURJKSA-N	CO[C@H](C(NC(c(c(C(O)=O)cc1ccccc11)c1I)=O)=O)C(Nc(ccc(F)c1)c1O)=O	0	InChI=1S/C22H16FIN2O7/c1-33-18(20(29)25-14-7-6-11(23)9-15(14)27)21(30)26-19(28)16-13(22(31)32)8-10-4-2-3-5-12(10)17(16)24/h2-9,18,27H,1H3,(H,25,29)(H,31,32)(H,26,28,30)/t18-/m0/s1	1	FNESBGKQSSVRHU-SFHVURJKSA-N	1	
0	0	e`TXNB@CMJfnmkg`HcrPbBOhcHhhddeEEMEKIhkEDqpxDl]@PPMDTBqDM@@@@	Clc1c(cc2c(c1)c(c1c(c(O)cc(c1)Cl)C(=O)O)ccc2F)CC(=O)N(S(=O)(=O)O)C	InChI=1S/C20H14Cl2FNO7S/c1-24(32(29,30)31)18(26)5-9-4-13-12(8-15(9)22)11(2-3-16(13)23)14-6-10(21)7-17(25)19(14)20(27)28/h2-4,6-8,25H,5H2,1H3,(H,27,28)(H,29,30,31)	YIOHKOZGDOSHFC-UHFFFAOYSA-N	CN(C(Cc(c(Cl)cc1c(cc2)-c3c(C(O)=O)c(O)cc(Cl)c3)cc1c2F)=O)S(O)(=O)=O	0	InChI=1S/C20H14Cl2FNO7S/c1-24(32(29,30)31)18(26)5-9-4-13-12(8-15(9)22)11(2-3-16(13)23)14-6-10(21)7-17(25)19(14)20(27)28/h2-4,6-8,25H,5H2,1H3,(H,27,28)(H,29,30,31)	1	YIOHKOZGDOSHFC-UHFFFAOYSA-N	1	
1	0	eh\\BD@FAKgOO`PI@bPRYfyyU]gUw[nIMKNihHbJij``bjfD`NP@	Fc1c(F)c2n(c(c(c2cc1NC=O)CCCC)OC)Cc1ccc(cc1)C[C@H](N)C(=O)O	InChI=1S/C24H27F2N3O4/c1-3-4-5-16-17-11-19(28-13-30)20(25)21(26)22(17)29(23(16)33-2)12-15-8-6-14(7-9-15)10-18(27)24(31)32/h6-9,11,13,18H,3-5,10,12,27H2,1-2H3,(H,28,30)(H,31,32)/t18-/m0/s1	NNOKTVQOLZKIJA-SFHVURJKSA-N	CCCCc(c(cc(c(F)c1F)NC=O)c1[n]1Cc2ccc(C[C@@H](C(O)=O)N)cc2)c1OC	0	InChI=1S/C24H27F2N3O4/c1-3-4-5-16-17-11-19(28-13-30)20(25)21(26)22(17)29(23(16)33-2)12-15-8-6-14(7-9-15)10-18(27)24(31)32/h6-9,11,13,18H,3-5,10,12,27H2,1-2H3,(H,28,30)(H,31,32)/t18-/m0/s1	1	NNOKTVQOLZKIJA-SFHVURJKSA-N	1	
2	0	eohXFD@LkBmckg`IABPrJZIJIIQQHzJXqQS`PpIsrijhFBjZjfXaAaAP@	FC(F)C1=C[C@@H]2c3c(C1)c(OC(=O)CC(C(=O)O)C(=O)O)ccc3[C@@H](C(=C2)C)N(C)C	InChI=1S/C22H23F2NO6/c1-10-6-11-7-12(20(23)24)8-14-16(5-4-13(18(11)14)19(10)25(2)3)31-17(26)9-15(21(27)28)22(29)30/h4-7,11,15,19-20H,8-9H2,1-3H3,(H,27,28)(H,29,30)/t11-,19-/m1/s1	NMKYYUNFVBIHRV-NSPYISDASA-N	CC1=C[C@H](C=C(C2)C(F)F)c3c2c(OC(CC(C(O)=O)C(O)=O)=O)ccc3[C@@H]1N(C)C	0	InChI=1S/C22H23F2NO6/c1-10-6-11-7-12(20(23)24)8-14-16(5-4-13(18(11)14)19(10)25(2)3)31-17(26)9-15(21(27)28)22(29)30/h4-7,11,15,19-20H,8-9H2,1-3H3,(H,27,28)(H,29,30)/t11-,19+/m1/s1	0	NMKYYUNFVBIHRV-WYRIXSBYSA-N	0	
0	0	eh\TA@@DA`IMO@nmglbfbbTTVrbLTTTTQVDTFfnAZ@bFjZXJZB``@@	O=C(N)c1c(c(O)c(c(c1)C(=O)c1c(O)[nH]c(c1CC)O)Cc1c(O)cccc1)C(=O)CO	InChI=1S/C23H22N2O8/c1-2-11-18(23(33)25-22(11)32)20(30)13-8-14(21(24)31)17(16(28)9-26)19(29)12(13)7-10-5-3-4-6-15(10)27/h3-6,8,25-27,29,32-33H,2,7,9H2,1H3,(H2,24,31)	FPZYFGIPGYGQNI-UHFFFAOYSA-N	CCc(c(C(c1cc(C(N)=O)c(C(CO)=O)c(O)c1Cc(cccc1)c1O)=O)c([nH]1)O)c1O	0	InChI=1S/C23H22N2O8/c1-2-11-18(23(33)25-22(11)32)20(30)13-8-14(21(24)31)17(16(28)9-26)19(29)12(13)7-10-5-3-4-6-15(10)27/h3-6,8,25-27,29,32-33H,2,7,9H2,1H3,(H2,24,31)	1	FPZYFGIPGYGQNI-UHFFFAOYSA-N	1	
0	1	e`X\IH@NOJcHdbnemko`HcHhhdeDeDmEhuLieMpIyeRuHUALMMMMPA@a@	Cl/C(=C/c1c(C(=O)O)ccnc1)/c1cn(c(c1)O)CC(=O)NC(=O)CC(=O)OC(=O)CO	InChI=1S/C19H16ClN3O9/c20-13(3-10-6-21-2-1-12(10)19(30)31)11-4-16(27)23(7-11)8-15(26)22-14(25)5-17(28)32-18(29)9-24/h1-4,6-7,24,27H,5,8-9H2,(H,30,31)(H,22,25,26)/b13-3+	KMPJPEHWGOEDHQ-QLKAYGNNSA-N	OCC(OC(CC(NC(C[n]1c(O)cc(/C(/Cl)=C\c(cncc2)c2C(O)=O)c1)=O)=O)=O)=O	0	InChI=1S/C19H16ClN3O9/c20-13(3-10-6-21-2-1-12(10)19(30)31)11-4-16(27)23(7-11)8-15(26)22-14(25)5-17(28)32-18(29)9-24/h1-4,6-7,24,27H,5,8-9H2,(H,30,31)(H,22,25,26)	0	KMPJPEHWGOEDHQ-UHFFFAOYSA-N	0	
1	1	ffuPp@DJ@{p\eRYee_V]YjfjjfiZAEBb@	O=C(N([C@H](CCC(=O)OC(=O)C)C)CCCOC=O)/C=C\N	InChI=1S/C14H22N2O6/c1-11(4-5-14(20)22-12(2)18)16(13(19)6-7-15)8-3-9-21-10-17/h6-7,10-11H,3-5,8-9,15H2,1-2H3/b7-6-/t11-/m0/s1	GYZBENWUHXYSMY-ZADCQDASSA-N	C[C@@H](CCC(OC(C)=O)=O)N(CCCOC=O)C(/C=C\N)=O	0	InChI=1S/C14H22N2O6/c1-11(4-5-14(20)22-12(2)18)16(13(19)6-7-15)8-3-9-21-10-17/h6-7,10-11H,3-5,8-9,15H2,1-2H3/t11-/m0/s1	0	GYZBENWUHXYSMY-NSHDSACASA-N	0	
3	0	fcpb@DJfwhHcHhheDeDdeBeheBrUdqJo]MTtuUUCDDaabeCP@	ClC1=C[C@H]([C@H](CN1C1=CC=C[C@H]2C1=CCc1c2c(N)ccc1)C)NCC(=O)O	InChI=1S/C22H24ClN3O2/c1-13-12-26(20(23)10-18(13)25-11-21(27)28)19-7-3-5-16-15(19)9-8-14-4-2-6-17(24)22(14)16/h2-7,9-10,13,16,18,25H,8,11-12,24H2,1H3,(H,27,28)/t13-,16-,18+/m0/s1	QIAJQYQKQQAKQM-QANKJYHBSA-N	C[C@@H](CN(C(C1=CC2)=CC=C[C@@H]1c1c2cccc1N)C(Cl)=C1)[C@@H]1NCC(O)=O	0	InChI=1S/C22H24ClN3O2/c1-13-12-26(20(23)10-18(13)25-11-21(27)28)19-7-3-5-16-15(19)9-8-14-4-2-6-17(24)22(14)16/h2-7,9-10,13,16,18,25H,8,11-12,24H2,1H3,(H,27,28)/t13-,16+,18+/m1/s1	0	QIAJQYQKQQAKQM-SKDZVZGDSA-N	0	
2	0	fak`@@@YIEDiDhxhcEhbLcdmZfZjjBHJhQRY`@	n1(c(c(cc1)C(C)C)[C@H]1c2c(c(ccc2)C)[C@@H](CC1)C)C(C)(C)C	InChI=1S/C23H33N/c1-15(2)18-13-14-24(23(5,6)7)22(18)20-12-11-17(4)21-16(3)9-8-10-19(20)21/h8-10,13-15,17,20H,11-12H2,1-7H3/t17-,20-/m1/s1	OWCXRBMYBURCDI-YLJYHZDGSA-N	CC(C)c1c([C@H](CC[C@H]2C)c3c2c(C)ccc3)[n](C(C)(C)C)cc1	0	InChI=1S/C23H33N/c1-15(2)18-13-14-24(23(5,6)7)22(18)20-12-11-17(4)21-16(3)9-8-10-19(20)21/h8-10,13-15,17,20H,11-12H2,1-7H3/t17-,20+/m0/s1	0	OWCXRBMYBURCDI-FXAWDEMLSA-N	0	
2	0	fjmaP@H`QqQ\bbtTVTRbtUBfNVjjhHbFIAER@@	O=C(O[C@H]([C@@H](O)COC)Cc1c2c([nH]c(c2)O)ccc1)C	InChI=1S/C15H19NO5/c1-9(17)21-14(13(18)8-20-2)6-10-4-3-5-12-11(10)7-15(19)16-12/h3-5,7,13-14,16,18-19H,6,8H2,1-2H3/t13-,14-/m0/s1	QGCVIASBCQDYOS-KBPBESRZSA-N	CC(O[C@@H](Cc1c(cc([nH]2)O)c2ccc1)[C@H](COC)O)=O	0	InChI=1S/C15H19NO5/c1-9(17)21-14(13(18)8-20-2)6-10-4-3-5-12-11(10)7-15(19)16-12/h3-5,7,13-14,16,18-19H,6,8H2,1-2H3/t13-,14-/m0/s1	1	QGCVIASBCQDYOS-KBPBESRZSA-N	1	
1	1	fkoQ`@CE@anQSJJIQEIQQIQEHrTM[TAASUAtDTDGJAd	O=C(O)Cc1c(c(ccc1)/C=C\c1c(OC)ccc(c1)CC)CN[C@H](C#N)CC	InChI=1S/C24H28N2O3/c1-4-17-9-12-23(29-3)20(13-17)11-10-18-7-6-8-19(14-24(27)28)22(18)16-26-21(5-2)15-25/h6-13,21,26H,4-5,14,16H2,1-3H3,(H,27,28)/b11-10-/t21-/m0/s1	IVGSZQNBXKLGAP-XPTLAUCJSA-N	CC[C@@H](C#N)NCc1c(CC(O)=O)cccc1/C=C\c(cc(CC)cc1)c1OC	0	InChI=1S/C24H28N2O3/c1-4-17-9-12-23(29-3)20(13-17)11-10-18-7-6-8-19(14-24(27)28)22(18)16-26-21(5-2)15-25/h6-13,21,26H,4-5,14,16H2,1-3H3,(H,27,28)/t21-/m0/s1	0	IVGSZQNBXKLGAP-NRFANRHFSA-N	0	
0	0	fakab@ODlxDadTTTrRVbJbbTXIQjm``@HZ`HH@@@	Fc1c(O)cc(c2c1ccc(c2)Nc1c(c(ccc1)C)C)C(=O)O	InChI=1S/C19H16FNO3/c1-10-4-3-5-16(11(10)2)21-12-6-7-13-14(8-12)15(19(23)24)9-17(22)18(13)20/h3-9,21-22H,1-2H3,(H,23,24)	XZRRBZCPYXWYSF-UHFFFAOYSA-N	Cc1cccc(Nc(cc2c(C(O)=O)c3)ccc2c(F)c3O)c1C	0	InChI=1S/C19H16FNO3/c1-10-4-3-5-16(11(10)2)21-12-6-7-13-14(8-12)15(19(23)24)9-17(22)18(13)20/h3-9,21-22H,1-2H3,(H,23,24)	1	XZRRBZCPYXWYSF-UHFFFAOYSA-N	1	
0	0	fnkPR@BYY[sPRFQQQQJFKJIIH|UKPTyK@D@ADQU@H@@	Fc1c2nc3c(c(c2ccc1O)OCC)ccc1c3onc1O	InChI=1S/C16H11FN2O4/c1-2-22-14-7-5-6-10(20)11(17)12(7)18-13-8(14)3-4-9-15(13)23-19-16(9)21/h3-6,20H,2H2,1H3,(H,19,21)	HKAQMUPSYOBVNR-UHFFFAOYSA-N	CCOc(c1ccc23)c(ccc(O)c4F)c4nc1c3[o]nc2O	0	InChI=1S/C16H11FN2O4/c1-2-22-14-7-5-6-10(20)11(17)12(7)18-13-8(14)3-4-9-15(13)23-19-16(9)21/h3-6,20H,2H2,1H3,(H,19,21)	1	HKAQMUPSYOBVNR-UHFFFAOYSA-N	1	
1	0	fcwAp@@HCELuyEDidhldeEKEDhaRGmj@BjijBA`H^`@	O=C(OC)c1cc(cc(c1)CC[C@@H](O)c1c(C(=O)O)cccc1)CCC(=O)O	InChI=1S/C21H22O7/c1-28-21(27)15-11-13(10-14(12-15)7-9-19(23)24)6-8-18(22)16-4-2-3-5-17(16)20(25)26/h2-5,10-12,18,22H,6-9H2,1H3,(H,23,24)(H,25,26)/t18-/m1/s1	GNXACGYYSKQFSK-GOSISDBHSA-N	COC(c1cc(CCC(O)=O)cc(CC[C@H](c(cccc2)c2C(O)=O)O)c1)=O	0	InChI=1S/C21H22O7/c1-28-21(27)15-11-13(10-14(12-15)7-9-19(23)24)6-8-18(22)16-4-2-3-5-17(16)20(25)26/h2-5,10-12,18,22H,6-9H2,1H3,(H,23,24)(H,25,26)/t18-/m1/s1	1	GNXACGYYSKQFSK-GOSISDBHSA-N	1	
0	0	fmwaR@Df|FIPQFQQQJJII[JUSQILyJtup@@UDsS@@@@@	Clc1c2c(c(c(c1)C=O)O)cc(c(c2C)C(=O)NC(=O)c1ccccc1)O	InChI=1S/C20H14ClNO5/c1-10-16-13(18(25)12(9-23)7-14(16)21)8-15(24)17(10)20(27)22-19(26)11-5-3-2-4-6-11/h2-9,24-25H,1H3,(H,22,26,27)	JEALKWYEPPSHNO-UHFFFAOYSA-N	Cc(c(C(NC(c1ccccc1)=O)=O)c(cc12)O)c2c(Cl)cc(C=O)c1O	0	InChI=1S/C20H14ClNO5/c1-10-16-13(18(25)12(9-23)7-14(16)21)8-15(24)17(10)20(27)22-19(26)11-5-3-2-4-6-11/h2-9,24-25H,1H3,(H,22,26,27)	1	JEALKWYEPPSHNO-UHFFFAOYSA-N	1	
2	0	fegA`@@HjdrrskN}ln[tTmzuUA@@AUU@hqLp@	O=C(OCC)[C@@H](c1ccccc1)Cc1cc2c(cc1)CC(=C[C@@H]2OC)C	InChI=1S/C23H26O3/c1-4-26-23(24)21(18-8-6-5-7-9-18)15-17-10-11-19-12-16(2)13-22(25-3)20(19)14-17/h5-11,13-14,21-22H,4,12,15H2,1-3H3/t21-,22+/m1/s1	INMKNIBBWGBXEH-YADHBBJMSA-N	CCOC([C@H](Cc1cc([C@H](C=C(C)C2)OC)c2cc1)c1ccccc1)=O	0	InChI=1S/C23H26O3/c1-4-26-23(24)21(18-8-6-5-7-9-18)15-17-10-11-19-12-16(2)13-22(25-3)20(19)14-17/h5-11,13-14,21-22H,4,12,15H2,1-3H3/t21-,22+/m1/s1	1	INMKNIBBWGBXEH-YADHBBJMSA-N	1	
0	0	fle@R@ANbdDQdTRTtVfTJeNJu@@PEML@@@	Clc1cc2c(O)c(c(cc2cc1)C)C(=O)CC(=O)O	InChI=1S/C14H11ClO4/c1-7-4-8-2-3-9(15)5-10(8)14(19)13(7)11(16)6-12(17)18/h2-5,19H,6H2,1H3,(H,17,18)	KNWVJFZDOCZBCR-UHFFFAOYSA-N	Cc1c(C(CC(O)=O)=O)c(O)c(cc(cc2)Cl)c2c1	0	InChI=1S/C14H11ClO4/c1-7-4-8-2-3-9(15)5-10(8)14(19)13(7)11(16)6-12(17)18/h2-5,19H,6H2,1H3,(H,17,18)	1	KNWVJFZDOCZBCR-UHFFFAOYSA-N	1	
0	1	fbuP`@JR@cHheDeEJeBdJSoMTsP@Tt@aE@	O=C(OCc1cc(ccc1)C/C=C\C)c1nc[nH]c1C	InChI=1S/C16H18N2O2/c1-3-4-6-13-7-5-8-14(9-13)10-20-16(19)15-12(2)17-11-18-15/h3-5,7-9,11H,6,10H2,1-2H3,(H,17,18)/b4-3-	FADKNRWMKMGIAH-ARJAWSKDSA-N	C/C=C\Cc1cccc(COC(c2c(C)[nH]cn2)=O)c1	0	InChI=1S/C16H18N2O2/c1-3-4-6-13-7-5-8-14(9-13)10-20-16(19)15-12(2)17-11-18-15/h3-5,7-9,11H,6,10H2,1-2H3,(H,17,18)	0	FADKNRWMKMGIAH-UHFFFAOYSA-N	0	
0	0	fewQ`@II@bjS\rsk|svhmFlUoQmAAIUAAEPb@@	O=C(O)c1c(c2[nH]cc(c2)c2c(N)c3oc(cc3cc2)C)cc(cc1)C	InChI=1S/C21H18N2O3/c1-11-3-5-16(21(24)25)17(7-11)18-9-14(10-23-18)15-6-4-13-8-12(2)26-20(13)19(15)22/h3-10,23H,22H2,1-2H3,(H,24,25)	IHGSXHDQJJFXCU-UHFFFAOYSA-N	Cc1cc(ccc(-c2c[nH]c(-c(cc(C)cc3)c3C(O)=O)c2)c2N)c2[o]1	0	InChI=1S/C21H18N2O3/c1-11-3-5-16(21(24)25)17(7-11)18-9-14(10-23-18)15-6-4-13-8-12(2)26-20(13)19(15)22/h3-10,23H,22H2,1-2H3,(H,24,25)	1	IHGSXHDQJJFXCU-UHFFFAOYSA-N	1	
